CELL	BSC	LAI	CI	BCCH	BSIC	TCH	HOP	HSN
JMXTMA2	JMSM4B1	10063	23192	34	64	[0] 8 17 34 57 77 [2] 64	[0] ON[2] OFF	[0]25[2]59
JMXTMA3	JMSM4B1	10063	23193	37	46	[0] 37 61 66 72 [1] 1021 [2] 12 81 92	[0] ON[1] OFF[2] OFF	[0]26[1]61[2]15
JMXTTG1	JMSM4B1	10063	24161	49	51	[0] 4 20 49 64 72 78 [2] 25 88	[0] ON[2] OFF	[0]30[2]19
JMXTTG2	JMSM4B1	10063	24162	46	41	[0] 1 30 46 55 70 90 94 [1] 1022 [2] 7 12 17 84	[0] ON[1] OFF[2] OFF	[0]31[1]55[2]49
JMXTTG3	JMSM4B1	10063	24163	33	73	[0] 10 15 22 28 33 80 92 [1] 1020 [2] 57 60 67 76	[0] ON[1] OFF[2] OFF	[0]32[1]6[2]41
JMXWHE1	JMSM4B1	10063	23201	51	53	[0] 2 51 55 [2] 94	[0] ON[2] OFF	[0]33[2]51
JMXWHE2	JMSM4B1	10063	23202	32	65	[0] 5 10 32 66 70 81 88 [1] 1021 [2] 15 74	[0] ON[1] OFF[2] OFF	[0]34[1]26[2]36
JMXWHE3	JMSM4B1	10063	23203	34	70	[0] 17 22 34 76 92 [2] 61	[0] ON[2] OFF	[0]35[2]61
JMXWHN1	JMSM4B1	10063	23211	37	33	[0] 37 88 [2] 77	[0] OFF[2] OFF	[0]36[2]17
JMXWHN2	JMSM4B1	10063	23212	48	14	[0] 16 28 48 68 83 [2] 57	[0] ON[2] OFF	[0]50[2]0
JMXWHN3	JMSM4B1	10063	23213	31	26	[0] 31 [2] 75	[0] OFF[2] OFF	[0]44[2]37
JMXWSK4	JMSM4B1	10063	24174	38	16	[0] 38 [2] 61	[0] OFF[2] OFF	[0]60[2]33
JMXXCG1	JMSM4B1	10063	23221	42	16	[0] 19 42 80 85 [2] 7 11	[0] ON[2] OFF	[0]45[2]19
JMXXCG2	JMSM4B1	10063	23222	44	12	[0] 16 21 24 28 44 55 71 83 [1] 0 [2] 63 78 87	[0] ON[1] OFF[2] OFF	[0]46[1]50[2]62
JMXXCG3	JMSM4B1	10063	23223	32	72	[0] 9 32 58 [2] 13 73	[0] ON[2] OFF	[0]47[2]9
JMXXCG8	JMSM4B1	10063	23228	46	51	[0] 46 [2] 5	[0] OFF[2] OFF	[0]19[2]26
JMXXGG1	JMSM4B1	10063	24181	43	41	[0] 20 26 43 72 89 [2] 79	[0] ON[2] OFF	[0]27[2]60
JMXXGG2	JMSM4B1	10063	24182	45	31	[0] 15 45 55 67 85 [2] 76	[0] ON[2] OFF	[0]55[2]26
JMXXGG3	JMSM4B1	10063	24183	52	44	[0] 2 18 30 52 59 [2] 94	[0] ON[2] OFF	[0]53[2]44
JMXXSH1	JMSM4B1	10063	25301	32	60	[0] 12 19 32 [2] 6	[0] ON[2] OFF	[0]23[2]24
JMXXSH2	JMSM4B1	10063	25302	34	51	[0] 9 16 34 [2] 1	[0] ON[2] OFF	[0]1[2]5
JMXXSH3	JMSM4B1	10063	25303	46	73	[0] 29 46 56 66 72 76 89 [2] 24	[0] ON[2] OFF	[0]44[2]51
JMXXZE1	JMSM4B1	10063	23521	41	41	[0] 12 27 41 65 73 86 [2] 19 69	[0] ON[2] OFF	[0]42[2]38
JMXXZE2	JMSM4B1	10063	23522	49	60	[0] 24 49 59 84 [2] 56 90	[0] ON[2] OFF	[0]43[2]21
JMXXZE3	JMSM4B1	10063	23523	54	35	[0] 1 9 29 54 62 81 [1] 1022 [2] 71 88	[0] ON[1] OFF[2] OFF	[0]45[1]43[2]44
JMXYCG1	JMSM4B1	10063	24191	42	35	[0] 42 94 [2] 75	[0] OFF[2] OFF	[0]4[2]44
JMXYCG2	JMSM4B1	10063	24192	51	70	[0] 51 79 [2] 59	[0] OFF[2] OFF	[0]22[2]61
JMXYCG3	JMSM4B1	10063	24193	47	33	[0] 1 29 47 65 [2] 11 68	[0] ON[2] OFF	[0]51[2]16
JMXYJC1	JMSM4B1	10063	20011	25	32	[0] 13 25 80 [2] 6	[0] ON[2] OFF	[0]9[2]20
JMXYJC2	JMSM4B1	10063	20012	35	72	[0] 35 56 78 [2] 63	[0] ON[2] OFF	[0]33[2]47
JMXYJC3	JMSM4B1	10063	20013	47	31	[0] 20 47 61 [2] 10	[0] ON[2] OFF	[0]58[2]11
JMXYJG1	JMSM4B1	10063	23651	42	40	[0] 3 26 42 75 78 [2] 59	[0] ON[2] OFF	[0]17[2]57
JMXYJG2	JMSM4B1	10063	23652	47	42	[0] 18 47 57 63 80 [2] 30	[0] ON[2] OFF	[0]18[2]27
JMXYJG3	JMSM4B1	10063	23653	35	24	[0] 8 13 35 86 90 93 [2] 61 70	[0] ON[2] OFF	[0]19[2]60
JMXYQI1	JMSM4B1	10063	20061	50	75	[0] 28 50 81 [2] 91	[0] ON[2] OFF	[0]15[2]4
JMXYQI2	JMSM4B1	10063	20062	40	51	[0] 6 40 58 [2] 10	[0] ON[2] OFF	[0]53[2]45
JMXYQI3	JMSM4B1	10063	20063	45	21	[0] 2 21 45 [2] 11	[0] ON[2] OFF	[0]28[2]23
JMXZCN1	JMSM4B1	10063	23631	44	60	[0] 44 51 92 [2] 12	[0] ON[2] OFF	[0]5[2]40
JMXZCN2	JMSM4B1	10063	23632	54	74	[0] 10 54 68 76 83 [2] 24	[0] ON[2] OFF	[0]21[2]55
JMXZCN3	JMSM4B1	10063	23633	49	26	[0] 49 79 [1] 1022 [2] 2	[0] ON[1] OFF[2] OFF	[0]38[1]47[2]55
JDJCQY1	JMSM4B2	10064	30041	526	41	[0] 526 538 550 555 569 630 [2] 590 634	[0] ON[2] OFF	[0]33[2]44
JDJCQY2	JMSM4B2	10064	30042	512	43	[0] 512 566 572 578 620 624 [2] 595 603	[0] ON[2] OFF	[0]11[2]28
JDJCQY3	JMSM4B2	10064	30043	536	13	[0] 536 545 593 [2] 612	[0] ON[2] OFF	[0]54[2]13
JDJDRZ1	JMSM4B2	10064	31141	529	50	[0] 529 559 610 623 [2] 538 629	[0] ON[2] OFF	[0]51[2]2
JDJDRZ2	JMSM4B2	10064	31142	518	52	[0] 518 575 582 631 [2] 548 621	[0] ON[2] OFF	[0]55[2]9
JDJDRZ3	JMSM4B2	10064	31143	513	65	[0] 513 546 600 [2] 596 607 613	[0] ON[2] OFF	[0]60[2]17
JDJHMS1	JMSM4B2	10064	32381	525	76	[0] 525 578 590 594 623 [2] 566	[0] ON[2] OFF	[0]29[2]4
JDJHMS2	JMSM4B2	10064	32382	516	51	[0] 516 539 545 627 [2] 558 569 574 632	[0] ON[2] OFF	[0]63[2]33
JDJHMS3	JMSM4B2	10064	32383	519	44	[0] 519 554 557 576 582 614 619 [2] 548	[0] ON[2] OFF	[0]48[2]25
JDJHMS4	JMSM4B2	10064	32384	533	42	[0] 533 541 551 563 596 602 608 617 629 [2] 580	[0] ON[2] OFF	[0]30[2]14
JDJJZS2	JMSM4B2	10064	31182	512	25	[0] 512 579 583 606 [2] 614 628	[0] ON[2] OFF	[0]48[2]41
JDJJZS3	JMSM4B2	10064	31183	518	72	[0] 518 552 565 589 593 604 618 626 [2] 556 634	[0] ON[2] OFF	[0]12[2]7
JDJLMN1	JMSM4B2	10064	31151	522	57	[0] 522 552 572 598 605 [2] 544 577 591	[0] ON[2] OFF	[0]0[2]22
JDJLMN2	JMSM4B2	10064	31152	515	64	[0] 515 540 547 558 561 567 617 [2] 581	[0] ON[2] OFF	[0]52[2]19
JDJLMN3	JMSM4B2	10064	31153	526	25	[0] 526 549 556 563 574 [2] 542	[0] OFF[2] OFF	[0]3[2]36
JDJLWN1	JMSM4B2	10064	31111	520	74	[0] 520 542 567 572 581 585 616 [2] 547 607 621	[0] ON[2] OFF	[0]15[2]18
JDJLWN2	JMSM4B2	10064	31112	531	47	[0] 531 561 597 [2] 550	[0] ON[2] OFF	[0]60[2]55
JDJLWN3	JMSM4B2	10064	31113	528	67	[0] 528 587 591 609 630 [2] 600	[0] ON[2] OFF	[0]25[2]22
JDJMLG1	JMSM4B2	10064	30021	537	46	[0] 537 589 [2] 627 635	[0] OFF[2] OFF	[0]0[2]15
JDJMLG2	JMSM4B2	10064	30022	521	40	[0] 521 570 596 601 [2] 562 586	[0] ON[2] OFF	[0]39[2]56
JDJMLG3	JMSM4B2	10064	30023	516	43	[0] 516 549 567 574 581 [2] 540	[0] ON[2] OFF	[0]10[2]50
JDJMLS1	JMSM4B2	10064	30031	524	71	[0] 524 584 606 613 [2] 577 633	[0] ON[2] OFF	[0]34[2]63
JDJMLS2	JMSM4B2	10064	30032	530	65	[0] 530 588 592 611 [2] 565 635	[0] ON[2] OFF	[0]15[2]50
JDJMLS3	JMSM4B2	10064	30033	532	36	[0] 532 543 554 560 573 580 [2] 568 615	[0] ON[2] OFF	[0]61[2]38
JDJQJI1	JMSM4B2	10064	30421	532	61	[0] 532 541 551 560 582 592 [2] 564 611	[0] ON[2] OFF	[0]46[2]25
JDJQJI2	JMSM4B2	10064	30422	515	43	[0] 515 543 558 580 [2] 549 630	[0] ON[2] OFF	[0]3[2]48
JDJQJI3	JMSM4B2	10064	30423	519	15	[0] 519 553 568 572 576 [2] 545	[0] ON[2] OFF	[0]2[2]40
JDJXGJ1	JMSM4B2	10064	30341	515	57	[0] 515 582 591 611 [2] 544 617	[0] ON[2] OFF	[0]17[2]56
JDJXGJ2	JMSM4B2	10064	30342	529	72	[0] 529 551 571 575 598 609 [2] 559 620	[0] ON[2] OFF	[0]29[2]7
JDJXGJ3	JMSM4B2	10064	30343	513	37	[0] 513 557 603 630 [2] 564 569	[0] ON[2] OFF	[0]42[2]23
JDJXHL1	JMSM4B2	10064	30011	537	70	[0] 537 551 570 586 601 [2] 546	[0] ON[2] OFF	[0]4[2]26
JDJXHL2	JMSM4B2	10064	30012	532	20	[0] 532 564 568 574 579 [2] 560	[0] ON[2] OFF	[0]17[2]47
JDJXHL3	JMSM4B2	10064	30013	528	66	[0] 528 539 554 566 608 620 [2] 615 625	[0] ON[2] OFF	[0]41[2]18
JDJYSC1	JMSM4B2	10064	30361	523	26	[0] 523 547 557 563 567 575 579 [2] 541	[0] ON[2] OFF	[0]44[2]56
JDJYSC2	JMSM4B2	10064	30362	519	16	[0] 519 561 570 595 603 619 624 [2] 549	[0] ON[2] OFF	[0]47[2]62
JDJYSC3	JMSM4B2	10064	30363	534	41	[0] 534 573 584 605 610 625 630 [2] 544	[0] ON[2] OFF	[0]51[2]5
JDXDGM1	JMSM4B2	10064	32401	514	13	[0] 514 552 580 [2] 543	[0] ON[2] OFF	[0]23[2]31
JDXDGM2	JMSM4B2	10064	32402	525	11	[0] 525 545 556 [2] 539	[0] ON[2] OFF	[0]46[2]57
JDXDGM3	JMSM4B2	10064	32403	533	15	[0] 533 559 573 [2] 547	[0] ON[2] OFF	[0]6[2]20
JDXHCC1	JMSM4B2	10064	30291	522	55	[0] 522 541 571 596 606 [2] 562 622 628	[0] ON[2] OFF	[0]42[2]39
JDXHCC2	JMSM4B2	10064	30292	535	51	[0] 519 535 549 560 570 [2] 590 613 624	[0] ON[2] OFF	[0]40[2]39
JMJCQO1	JMSM4B2	10064	20011	33	40	[0] 2 8 18 23 33 55 62 [2] 70	[0] ON[2] OFF	[0]16[2]54
JMJCQO2	JMSM4B2	10064	20012	47	61	[0] 47 74 [2] 57	[0] OFF[2] OFF	[0]13[2]24
JMJCQO3	JMSM4B2	10064	20013	35	11	[0] 10 35 72 [2] 4 21	[0] ON[2] OFF	[0]11[2]38
JMJCQO8	JMSM4B2	10064	20018	52	27	[0] 52 64 77 80 [2] 68 84	[0] ON[2] OFF	[0]10[2]34
JMJDRN1	JMSM4B2	10064	20041	39	27	[0] 3 20 39 59 74 85 [1] 1020 1023 [2] 91 94	[0] ON[1] OFF[2] OFF	[0]10[1]31[2]11
JMJDRN2	JMSM4B2	10064	20042	46	61	[0] 7 16 46 67 79 83 [2] 61 90	[0] ON[2] OFF	[0]11[2]8
JMJDRN3	JMSM4B2	10064	20043	49	46	[0] 5 17 22 25 28 49 65 71 76 81 [2] 1 88	[0] ON[2] OFF	[0]12[2]40
JMJDRS1	JMSM4B2	10064	50011	31	46	[0] 26 31 72 79 86 90 93 [2] 21	[0] ON[2] OFF	[0]45[2]18
JMJDRS2	JMSM4B2	10064	50012	33	61	[0] 19 23 33 [2] 13 [3] 60 66 76 81	[0] ON[2] OFF[3] OFF	[0]35[2]11[3]28
JMJDRS3	JMSM4B2	10064	50013	47	16	[0] 17 22 27 47 55 68 77 [2] 10	[0] ON[2] OFF	[0]26[2]5
JMJDRZ1	JMSM4B2	10064	20051	52	50	[0] 7 21 52 55 78 [2] 12 24 84	[0] ON[2] OFF	[0]13[2]54
JMJDRZ2	JMSM4B2	10064	20052	37	21	[0] 14 26 30 37 73 86 94 [1] 0 1020 [2] 9 59 82	[0] ON[1] OFF[2] OFF	[0]14[1]31[2]0
JMJDRZ3	JMSM4B2	10064	20053	39	44	[0] 5 16 39 57 64 67 71 80 88 [1] 1022 [2] 28 61	[0] ON[1] OFF[2] OFF	[0]15[1]31[2]58
JMJFFK2	JMSM4B2	10064	21082	31	72	[0] 12 27 31 [2] 84	[0] ON[2] OFF	[0]61[2]30
JMJFFK3	JMSM4B2	10064	21083	47	34	[0] 47 [2] 78	[0] OFF[2] OFF	[0]45[2]16
JMJFFY1	JMSM4B2	10064	20001	35	34	[0] 18 35 [2] 86	[0] OFF[2] OFF	[0]56[2]27
JMJFFY2	JMSM4B2	10064	20002	54	47	[0] 4 7 54 78 [2] 22	[0] ON[2] OFF	[0]58[2]42
JMJFFY3	JMSM4B2	10064	20003	38	16	[0] 9 13 16 38 64 [2] 57	[0] ON[2] OFF	[0]59[2]28
JMJGLG1	JMSM4B2	10064	21071	32	31	[0] 2 6 32 61 70 [2] 23	[0] ON[2] OFF	[0]15[2]20
JMJGLG2	JMSM4B2	10064	21072	53	61	[0] 14 53 83 [2] 56	[0] ON[2] OFF	[0]52[2]60
JMJGLG3	JMSM4B2	10064	21073	42	53	[0] 8 20 42 59 86 [2] 28	[0] ON[2] OFF	[0]26[2]37
JMJHJY1	JMSM4B2	10064	20101	45	33	[0] 7 45 [2] 4	[0] OFF[2] OFF	[0]61[2]3
JMJHJY2	JMSM4B2	10064	20102	31	33	[0] 9 31 57 66 89 [1] 1021 [2] 78 93	[0] ON[1] OFF[2] OFF	[0]48[1]32[2]5
JMJHJY3	JMSM4B2	10064	20103	42	72	[0] 42 73 [2] 63	[0] OFF[2] OFF	[0]36[2]6
JMJHMS1	JMSM4B2	10064	22191	33	70	[0] 1 23 27 33 56 60 66 69 [2] 17 73	[0] ON[2] OFF	[0]16[2]43
JMJHMS2	JMSM4B2	10064	22192	37	23	[0] 29 37 94 [1] 1020 1023 [2] 3 7 15	[0] ON[1] OFF[2] OFF	[0]24[1]56[2]54
JMJHMS3	JMSM4B2	10064	22193	49	50	[0] 5 25 49 64 81 [2] 13	[0] ON[2] OFF	[0]33[2]2
JMJJFA1	JMSM4B2	10064	20021	46	60	[0] 30 46 59 [2] 68	[0] ON[2] OFF	[0]35[2]36
JMJJFA2	JMSM4B2	10064	20022	33	44	[0] 33 63 94 [2] 76	[0] ON[2] OFF	[0]3[2]6
JMJJGN1	JMSM4B2	10064	20121	34	67	[0] 1 34 58 63 82 [1] 1021 [2] 15 75	[0] ON[1] OFF[2] OFF	[0]51[1]15[2]31
JMJJGN2	JMSM4B2	10064	20122	52	76	[0] 5 30 52 66 71 80 86 91 [1] 1023 [2] 21 26 61	[0] ON[1] OFF[2] OFF	[0]52[1]37[2]0
JMJJGN3	JMSM4B2	10064	20123	40	27	[0] 11 24 40 55 73 88 [2] 19 93	[0] ON[2] OFF	[0]53[2]34
JMJJZS1	JMSM4B2	10064	20141	32	36	[0] 4 13 28 32 66 78 81 94 [2] 24 85 90	[0] ON[2] OFF	[0]43[2]28
JMJJZS2	JMSM4B2	10064	20142	46	22	[0] 16 46 61 67 77 88 [2] 21 74	[0] ON[2] OFF	[0]30[2]5
JMJJZS3	JMSM4B2	10064	20143	50	52	[0] 8 11 50 59 70 83 86 92 [2] 14 18 30 65	[0] ON[2] OFF	[0]18[2]46
JMJJZS8	JMSM4B2	10064	20148	48	52	[0] 10 26 48 92 [2] 6 57	[0] ON[2] OFF	[0]19[2]35
JMJK429	JMSM4B2	10064	10000	9	30	[0] 9 [2] 95	[0] OFF[2] OFF	[0]25[2]12
JMJLBN1	JMSM4B2	10064	20151	38	60	[0] 38 61 64 70 79 89 [1] 1020 [2] 16 57	[0] ON[1] OFF[2] OFF	[0]14[1]52[2]16
JMJLBN2	JMSM4B2	10064	20152	53	15	[0] 2 18 27 53 74 77 85 [2] 68 92	[0] ON[2] OFF	[0]42[2]55
JMJLBN3	JMSM4B2	10064	20153	32	12	[0] 10 25 32 87 94 [2] 4	[0] ON[2] OFF	[0]7[2]43
JMJLCJ1	JMSM4B2	10064	20501	51	64	[0] 6 21 26 51 [2] 56 91	[0] ON[2] OFF	[0]3[2]1
JMJLCJ2	JMSM4B2	10064	20502	44	36	[0] 5 11 15 44 67 80 93 [1] 1022 [2] 59 73	[0] ON[1] OFF[2] OFF	[0]51[1]59[2]52
JMJLCJ3	JMSM4B2	10064	20503	42	47	[0] 8 42 [2] 3 83	[0] OFF[2] OFF	[0]36[2]40
JMJLMN1	JMSM4B2	10064	20161	45	57	[0] 6 14 20 23 29 45 60 65 81 [1] 0 [2] 56 76	[0] ON[1] OFF[2] OFF	[0]10[1]3[2]39
JMJLMN2	JMSM4B2	10064	20162	41	16	[0] 11 41 62 70 89 [2] 8	[0] ON[2] OFF	[0]30[2]43
JMJLMN3	JMSM4B2	10064	20163	33	15	[0] 3 33 73 78 93 [2] 85	[0] ON[2] OFF	[0]10[2]54
JMJLWN1	JMSM4B2	10064	20171	42	30	[0] 6 12 42 55 58 62 64 89 [2] 20 26 68 73	[0] OFF[2] OFF	[0]20[2]58
JMJLWN2	JMSM4B2	10064	20172	45	10	[0] 2 45 87 [2] 22	[0] ON[2] OFF	[0]21[2]47
JMJLWN3	JMSM4B2	10064	20173	53	24	[0] 10 53 79 [2] 60 75 92	[0] ON[2] OFF	[0]22[2]15
JMJMLG1	JMSM4B2	10064	20181	53	36	[0] 3 16 53 66 [1] 1020 1023 [2] 22 93	[0] ON[1] OFF[2] OFF	[0]22[1]22[2]46
JMJMLG2	JMSM4B2	10064	20182	45	13	[0] 9 45 68 80 85 90 [2] 1 63	[0] ON[2] OFF	[0]23[2]46
JMJMLG3	JMSM4B2	10064	20183	47	56	[0] 26 47 58 75 88 [2] 72	[0] ON[2] OFF	[0]24[2]14
JMJMLG8	JMSM4B2	10064	20188	50	64	[0] 11 30 50 60 [2] 14 24	[0] ON[2] OFF	[0]9[2]30
JMJMSG1	JMSM4B2	10064	20191	40	64	[0] 5 10 40 [2] 82	[0] ON[2] OFF	[0]8[2]11
JMJMSG2	JMSM4B2	10064	20192	31	21	[0] 31 [2] 28	[0] OFF[2] OFF	[0]43[2]49
JMJMSG3	JMSM4B2	10064	20193	38	21	[0] 38 65 73 [2] 17 94	[0] ON[2] OFF	[0]15[2]46
JMJNWB1	JMSM4B2	10064	20071	32	57	[0] 32 87 92 [2] 13	[0] ON[2] OFF	[0]9[2]44
JMJNWB2	JMSM4B2	10064	20072	37	15	[0] 15 22 37 [2] 9	[0] ON[2] OFF	[0]41[2]15
JMJNWB3	JMSM4B2	10064	20073	34	43	[0] 25 34 62 [2] 18	[0] ON[2] OFF	[0]10[2]51
JMJPLM9	JMSM4B2	10064	20209	36	15	[0] 18 21 36 62 74 [1] 1022 [2] 77 94	[0] ON[1] OFF[2] OFF	[0]18[1]37[2]20
JMJQJI1	JMSM4B2	10064	21061	37	44	[0] 37 75 80 85 [2] 11 63	[0] ON[2] OFF	[0]5[2]28
JMJQJI2	JMSM4B2	10064	21062	35	46	[0] 3 17 35 58 61 77 86 [1] 1021 [2] 24 55	[0] ON[1] OFF[2] OFF	[0]33[1]27[2]59
JMJQJI3	JMSM4B2	10064	21063	49	22	[0] 7 49 [2] 26 71	[0] OFF[2] OFF	[0]62[2]27
JMJSLD1	JMSM4B2	10064	22571	51	45	[0] 11 51 60 [2] 87	[0] ON[2] OFF	[0]7[2]30
JMJSMS1	JMSM4B2	10064	20061	33	33	[0] 33 55 83 [2] 24	[0] ON[2] OFF	[0]61[2]14
JMJSMS2	JMSM4B2	10064	20062	36	54	[0] 2 17 28 36 69 85 [2] 62 77	[0] ON[2] OFF	[0]33[2]53
JMJSMS3	JMSM4B2	10064	20063	44	10	[0] 44 65 74 [2] 92	[0] ON[2] OFF	[0]6[2]29
JMJSXG1	JMSM4B2	10064	20221	51	33	[0] 3 20 51 63 85 91 [1] 1021 [2] 58 66 75	[0] ON[1] OFF[2] OFF	[0]49[1]33[2]56
JMJSXG2	JMSM4B2	10064	20222	43	71	[0] 15 29 43 55 60 81 [2] 6 87	[0] ON[2] OFF	[0]2[2]29
JMJSXG3	JMSM4B2	10064	20223	48	53	[0] 17 48 69 83 [2] 24 78	[0] ON[2] OFF	[0]20[2]3
JMJWJG1	JMSM4B2	10064	20391	50	77	[0] 30 50 74 [2] 92	[0] ON[2] OFF	[0]48[2]6
JMJWJG2	JMSM4B2	10064	20392	43	64	[0] 43 84 [2] 12 88	[0] OFF[2] OFF	[0]20[2]46
JMJWJG3	JMSM4B2	10064	20393	34	14	[0] 25 34 56 67 71 [2] 19	[0] ON[2] OFF	[0]57[2]1
JMJXGJ1	JMSM4B2	10064	20241	35	20	[0] 2 27 35 [2] 67	[0] ON[2] OFF	[0]18[2]55
JMJXGJ2	JMSM4B2	10064	20242	37	62	[0] 37 61 69 83 86 90 [2] 15 21	[0] ON[2] OFF	[0]14[2]0
JMJXHL1	JMSM4B2	10064	20251	37	27	[0] 25 37 64 78 [2] 89 93	[0] ON[2] OFF	[0]57[2]3
JMJXHL2	JMSM4B2	10064	20252	41	25	[0] 4 16 41 [2] 80	[0] ON[2] OFF	[0]58[2]62
JMJXHL3	JMSM4B2	10064	20253	33	31	[0] 19 27 33 57 [2] 60 75	[0] ON[2] OFF	[0]59[2]31
JMJXHL8	JMSM4B2	10064	20258	43	16	[0] 14 43 82 91 [2] 7 21	[0] ON[2] OFF	[0]2[2]54
JMJYSC1	JMSM4B2	10064	20901	37	51	[0] 11 14 20 24 37 58 73 [2] 66	[0] ON[2] OFF	[0]49[2]43
JMJYSC2	JMSM4B2	10064	20902	48	71	[0] 18 48 85 [2] 88 [3] 4 9 26 81	[0] ON[2] OFF[3] OFF	[0]46[2]43[3]55
JMJYSC3	JMSM4B2	10064	20903	41	62	[0] 41 55 63 70 74 77 83 [2] 28	[0] ON[2] OFF	[0]44[2]44
JMJZMN1	JMSM4B2	10064	20421	36	52	[0] 18 36 69 94 [1] 1020 [2] 2	[0] ON[1] OFF[2] OFF	[0]50[1]23[2]51
JMJZMN2	JMSM4B2	10064	20422	43	52	[0] 43 59 72 [2] 55	[0] ON[2] OFF	[0]28[2]32
JMJZMN3	JMSM4B2	10064	20423	32	61	[0] 4 32 74 79 89 [2] 63	[0] ON[2] OFF	[0]7[2]14
JMXHCC1	JMSM4B2	10064	20291	43	62	[0] 4 7 18 43 65 69 73 85 91 [1] 1023 [2] 11 78	[0] ON[1] OFF[2] OFF	[0]32[1]1[2]39
JMXHCC3	JMSM4B2	10064	20293	54	65	[0] 1 16 20 23 29 54 58 67 71 [1] 1020 [2] 61 93	[0] ON[1] OFF[2] OFF	[0]49[1]18[2]7
JMXQBC1	JMSM4B2	10064	21011	31	22	[0] 13 31 72 [2] 8	[0] ON[2] OFF	[0]14[2]5
JMXQBC2	JMSM4B2	10064	21012	51	31	[0] 19 51 64 [2] 56	[0] ON[2] OFF	[0]9[2]2
JMXYLH1	JMSM4B2	10064	20361	52	24	[0] 8 26 52 62 88 [2] 30	[0] ON[2] OFF	[0]4[2]41
JMXYLH2	JMSM4B2	10064	20362	37	73	[0] 3 37 59 70 [2] 14 90	[0] OFF[2] OFF	[0]37[2]5
JDTCHX1	JMSM5B1	10065	30141	514	72	[0] 514 584 593 599 623 632 [2] 570 617	[0] ON[2] OFF	[0]53[2]33
JDTCHX2	JMSM5B1	10065	30142	528	42	[0] 528 551 572 [2] 619	[0] ON[2] OFF	[0]34[2]33
JDTCHX3	JMSM5B1	10065	30143	523	17	[0] 523 574 581 588 595 601 609 [2] 561	[0] ON[2] OFF	[0]20[2]3
JDTEJN1	JMSM5B1	10065	30171	529	30	[0] 529 548 554 558 573 581 586 [2] 539	[0] ON[2] OFF	[0]34[2]2
JDTEJN2	JMSM5B1	10065	30172	526	33	[0] 526 552 571 602 [2] 589 612	[0] ON[2] OFF	[0]50[2]39
JDTEJN3	JMSM5B1	10065	30173	524	53	[0] 524 543 564 577 [2] 591 628	[0] ON[2] OFF	[0]44[2]35
JDTFCS1	JMSM5B1	10065	30021	512	65	[0] 512 538 575 581 602 607 614 [2] 553	[0] ON[2] OFF	[0]48[2]56
JDTFCS2	JMSM5B1	10065	30022	518	35	[0] 518 555 565 579 585 593 604 [2] 542	[0] ON[2] OFF	[0]43[2]6
JDTFCS3	JMSM5B1	10065	30023	524	52	[0] 524 567 577 591 596 612 [2] 559 583	[0] ON[2] OFF	[0]10[2]25
JDTHBI1	JMSM5B1	10065	30031	519	72	[0] 519 540 559 569 600 [2] 551	[0] ON[2] OFF	[0]35[2]52
JDTHBI2	JMSM5B1	10065	30032	526	51	[0] 526 549 575 589 596 610 [2] 543 571 624 628	[0] ON[2] OFF	[0]59[2]15
JDTHBI3	JMSM5B1	10065	30033	534	26	[0] 534 538 554 587 603 608 [2] 580 612	[0] ON[2] OFF	[0]28[2]3
JDTHHY1	JMSM5B1	10065	30181	535	30	[0] 535 542 547 556 564 579 603 615 621 [2] 628	[0] OFF[2] OFF	[0]43[2]28
JDTHHY2	JMSM5B1	10065	30182	530	24	[0] 530 576 581 590 596 610 630 [2] 635	[0] ON[2] OFF	[0]35[2]8
JDTJYC1	JMSM5B1	10065	30111	514	35	[0] 514 605 625 [2] 630	[0] ON[2] OFF	[0]4[2]48
JDTJYC2	JMSM5B1	10065	30112	530	40	[0] 530 543 569 [2] 561	[0] ON[2] OFF	[0]38[2]40
JDTJYC3	JMSM5B1	10065	30113	532	63	[0] 532 547 634 [2] 623	[0] ON[2] OFF	[0]9[2]37
JDTKXG1	JMSM5B1	10065	30091	512	24	[0] 512 592 601 [2] 625	[0] ON[2] OFF	[0]17[2]40
JDTKXG2	JMSM5B1	10065	30092	535	73	[0] 535 563 621 [2] 629	[0] ON[2] OFF	[0]45[2]7
JDTKXG3	JMSM5B1	10065	30093	521	73	[0] 521 559 581 [2] 612	[0] ON[2] OFF	[0]10[2]39
JDTLFZ1	JMSM5B1	10065	30011	525	46	[0] 525 547 557 568 597 610 622 [2] 628	[0] ON[2] OFF	[0]20[2]50
JDTLFZ2	JMSM5B1	10065	30012	528	71	[0] 528 544 549 563 571 577 587 [2] 612	[0] ON[2] OFF	[0]62[2]31
JDTLFZ3	JMSM5B1	10065	30013	512	15	[0] 512 541 581 585 591 608 617 [2] 633	[0] ON[2] OFF	[0]41[2]36
JDTMZC1	JMSM5B1	10065	30061	521	60	[0] 521 546 567 578 592 598 626 [2] 561	[0] ON[2] OFF	[0]13[2]3
JDTMZC2	JMSM5B1	10065	30062	512	74	[0] 512 540 544 550 557 588 [2] 564 576 600 607	[0] ON[2] OFF	[0]19[2]43
JDTMZC3	JMSM5B1	10065	30063	532	45	[0] 532 552 581 590 609 613 619 [2] 573	[0] ON[2] OFF	[0]38[2]30
