CELL	BSC	LAI	CI	BCCH	BSIC	
JMEDTE1	JMSM7B2	9283	20081	35	56	
JMEDTE2	JMSM7B2	9283	20082	53	36	
JMEDTE3	JMSM7B2	9283	20083	39	65	
JMEDTN3	JMSM7B2	9283	20093	45	55	
JMEEQO1	JMSM7B2	9283	20101	42	53	
JMEEQO2	JMSM7B2	9283	65405	31	51	
JMEEQO3	JMSM7B2	9283	65406	34	73	
JMEFTN1	JMSM7B2	9283	21001	31	62	
JMEFTN2	JMSM7B2	9283	21002	40	61	
JMEGTG1	JMSM7B2	9283	20111	53	34	
JMEGTG2	JMSM7B2	9283	20112	44	51	
JMEGTG3	JMSM7B2	9283	20113	56	77	
JMEGTN1	JMSM7B2	9283	65407	31	65	
JMEGTN2	JMSM7B2	9283	65408	42	62	
JMEGTN3	JMSM7B2	9283	65409	57	64	
JMEGYN1	JMSM7B2	9283	20121	38	75	
JMEGYN2	JMSM7B2	9283	20122	51	54	
JMEGYN3	JMSM7B2	9283	20123	45	44	
JMEHBI1	JMSM7B2	9283	20751	52	10	
JMEHBI2	JMSM7B2	9283	20752	48	16	
JMEHBI3	JMSM7B2	9283	20753	42	64	
JMEHBI8	JMSM7B2	9283	20758	46	55	
JMEHCC1	JMSM7B2	9283	20311	49	70	
JMEHCC2	JMSM7B2	9283	20312	57	20	
JMEHCC3	JMSM7B2	9283	20313	42	47	
JMEHJO1	JMSM7B2	9283	20131	39	67	
JMEHJO2	JMSM7B2	9283	65411	32	55	
JMEHJO3	JMSM7B2	9283	65412	45	35	
JMEHJS1	JMSM7B2	9283	20141	45	50	
JMEHJS2	JMSM7B2	9283	20142	41	50	
JMEHJS3	JMSM7B2	9283	20143	55	50	
JMEHKU4	JMSM7B2	9283	20154	31	54	
JMEHLG1	JMSM7B2	9283	20161	31	54	
JMEHLG2	JMSM7B2	9283	20162	50	74	
JMEHLG3	JMSM7B2	9283	20163	43	50	
JMEHNN1	JMSM7B2	9283	20241	41	41	
JMEHNN2	JMSM7B2	9283	20242	36	66	
JMEHNN3	JMSM7B2	9283	20243	51	21	
JMEHPG1	JMSM7B2	9283	20171	46	73	
JMEHPG2	JMSM7B2	9283	20172	40	57	
JMEHPG3	JMSM7B2	9283	20173	33	72	
JMEHPL0	JMSM7B2	9283	20180	47	63	
JMEHPN0	JMSM7B2	9283	20190	33	64	
JMEHXI6	JMSM7B2	9283	20206	38	71	
JMEJDN1	JMSM7B2	9283	20211	42	26	
JMEJDN2	JMSM7B2	9283	20212	34	52	
JMEJDN3	JMSM7B2	9283	20213	36	50	
JMEJLG1	JMSM7B2	9283	20781	40	75	
JMEJLG2	JMSM7B2	9283	20782	48	73	
JMEJLG3	JMSM7B2	9283	20783	50	72	
JMEJSM1	JMSM7B2	9283	20221	53	52	
JMEJSM2	JMSM7B2	9283	20222	55	41	
JMEJSM3	JMSM7B2	9283	20223	32	15	
JMEJSN1	JMSM7B2	9283	20231	36	22	
JMEJSN2	JMSM7B2	9283	65414	42	75	
JMEJSN3	JMSM7B2	9283	65415	48	76	
JMEJTG1	JMSM7B2	9283	20791	46	67	
JMEJTG2	JMSM7B2	9283	20792	34	65	
JMEJTG3	JMSM7B2	9283	20793	39	63	
JMEJYE1	JMSM7B2	9283	20731	52	77	
JMEJYE2	JMSM7B2	9283	20732	44	72	
JMEJYE3	JMSM7B2	9283	20733	33	24	
JMEJZE1	JMSM7B2	9283	20351	35	16	
JMEJZE2	JMSM7B2	9283	20352	48	57	
JMEJZE3	JMSM7B2	9283	20353	53	43	
JMEJZU1	JMSM7B2	9283	20801	41	61	
JMEJZU2	JMSM7B2	9283	20802	55	72	
JMEJZU3	JMSM7B2	9283	20803	43	23	
JMEJZU8	JMSM7B2	9283	20808	36	57	
JMELAN1	JMSM7B2	9283	20251	40	11	
JMELAN2	JMSM7B2	9283	20252	43	27	
JMELAN3	JMSM7B2	9283	20253	50	34	
JMELAN8	JMSM7B2	9283	20258	38	10	
JMELBC1	JMSM7B2	9283	20069	48	75	
JMELBI1	JMSM7B2	9283	65417	43	51	
JMELBI3	JMSM7B2	9283	20263	35	51	
JMELDI1	JMSM7B2	9283	20271	41	66	
JMELDI2	JMSM7B2	9283	20272	49	62	
JMELDI3	JMSM7B2	9283	20273	53	61	
JMELLN1	JMSM7B2	9283	20281	31	15	
JMELLN2	JMSM7B2	9283	20282	44	77	
JMELLN3	JMSM7B2	9283	20283	52	73	
JMELNN1	JMSM7B2	9283	20291	47	70	
JMELNN2	JMSM7B2	9283	20292	41	64	
JMELNN3	JMSM7B2	9283	20293	57	56	
JMELNN8	JMSM7B2	9283	20298	34	46	
JMELPG1	JMSM7B2	9283	20301	41	36	
JMELPG2	JMSM7B2	9283	20302	53	51	
JMELPG3	JMSM7B2	9283	20303	57	61	
JMELTG1	JMSM7B2	9283	20811	48	11	
JMELTG2	JMSM7B2	9283	20812	32	30	
JMELTG3	JMSM7B2	9283	20813	52	27	
JMELXD1	JMSM7B2	9283	20321	32	76	
JMELXD3	JMSM7B2	9283	20323	36	43	
JMELXI1	JMSM7B2	9283	20331	56	67	
JMELXI2	JMSM7B2	9283	20332	36	35	
JMELXI3	JMSM7B2	9283	20333	41	52	
JMELYN1	JMSM7B2	9283	20061	48	10	
JMELYN2	JMSM7B2	9283	20062	40	27	
JMELYN3	JMSM7B2	9283	20063	33	15	
JMEMCG1	JMSM7B2	9283	20341	57	52	
JMEMCG2	JMSM7B2	9283	20342	46	10	
JMEMCG3	JMSM7B2	9283	20343	43	11	
JMENBI1	JMSM7B2	9283	20361	31	63	
JMENBI2	JMSM7B2	9283	20362	58	77	
JMENJG1	JMSM7B2	9283	20371	40	35	
JMENJG2	JMSM7B2	9283	20372	37	50	
JMENJG3	JMSM7B2	9283	20373	47	62	
JMENJI1	JMSM7B2	9283	20381	45	53	
JMENJI2	JMSM7B2	9283	20382	37	53	
JMENJI3	JMSM7B2	9283	20383	33	63	
JMENKG1	JMSM7B2	9283	20391	42	35	
JMENKG2	JMSM7B2	9283	20392	55	35	
JMENKG3	JMSM7B2	9283	20393	53	74	
JMENLI1	JMSM7B2	9283	20401	56	77	
JMENLI2	JMSM7B2	9283	20402	37	34	
JMENLI3	JMSM7B2	9283	20403	49	56	
JMENLN0	JMSM7B2	9283	20830	44	55	
JMENPG1	JMSM7B2	9283	20411	56	11	
JMENPG2	JMSM7B2	9283	20412	35	33	
JMENTG1	JMSM7B2	9283	20421	55	60	
JMENTG2	JMSM7B2	9283	20422	37	62	
JMENTG3	JMSM7B2	9283	20423	45	10	
JMENTG5	JMSM7B2	9283	20425	32	65	
JMENTG8	JMSM7B2	9283	20424	43	57	
JMEPDI1	JMSM7B2	9283	20431	32	56	
JMEPDI2	JMSM7B2	9283	20432	39	75	
JMEPDI3	JMSM7B2	9283	20433	34	63	
JMEPQQ1	JMSM7B2	9283	20711	46	61	
JMEPQQ2	JMSM7B2	9283	20712	37	55	
JMEPQQ3	JMSM7B2	9283	20713	39	42	
JMEQHU1	JMSM7B2	9283	20841	58	71	
JMEQHU2	JMSM7B2	9283	20842	41	63	
JMEQHU3	JMSM7B2	9283	20843	45	56	
JMEQJN0	JMSM7B2	9283	65416	45	51	
JMEQJN2	JMSM7B2	9283	20442	49	12	
JMEQWN6	JMSM7B2	9283	20456	38	43	
JMESBG1	JMSM7B2	9283	20881	53	43	
JMESBG2	JMSM7B2	9283	20882	57	14	
JMESBG3	JMSM7B2	9283	20883	45	27	
JMESGG1	JMSM7B2	9283	20461	40	36	
JMESGG2	JMSM7B2	9283	20462	49	66	
JMESGG3	JMSM7B2	9283	20463	38	21	
JMESGQ1	JMSM7B2	9283	20471	46	12	
JMESGQ2	JMSM7B2	9283	20472	42	46	
JMESGQ3	JMSM7B2	9283	20473	58	33	
JMESHE1	JMSM7B2	9283	20481	52	20	
JMESHE2	JMSM7B2	9283	20482	57	75	
JMESHE3	JMSM7B2	9283	20483	48	42	
JMESHS1	JMSM7B2	9283	20491	33	74	
JMESHS2	JMSM7B2	9283	20492	44	74	
JMESHS3	JMSM7B2	9283	20493	58	31	
JMESHT1	JMSM7B2	9283	20501	31	22	
JMESHT2	JMSM7B2	9283	20502	35	22	
JMESHT3	JMSM7B2	9283	20503	33	75	
JMESHU1	JMSM7B2	9283	20511	35	16	
JMESHU2	JMSM7B2	9283	20512	46	26	
JMESHU3	JMSM7B2	9283	20513	42	12	
JMESKI1	JMSM7B2	9283	20521	36	61	
JMESKI2	JMSM7B2	9283	20522	34	50	
JMESKI3	JMSM7B2	9283	20523	55	70	
JMESLA1	JMSM7B2	9283	20531	41	32	
JMESLA2	JMSM7B2	9283	20532	35	52	
JMESLA3	JMSM7B2	9283	20533	39	52	
JMESQN1	JMSM7B2	9283	20541	38	44	
JMESQN2	JMSM7B2	9283	20542	57	65	
JMESQN3	JMSM7B2	9283	20543	35	77	
JMESTG1	JMSM7B2	9283	20551	53	50	
JMESTG2	JMSM7B2	9283	20552	40	56	
JMESTG3	JMSM7B2	9283	20553	49	55	
JMESXG1	JMSM7B2	9283	20561	54	16	
JMESXG2	JMSM7B2	9283	20562	50	61	
JMESXG3	JMSM7B2	9283	20563	36	25	
JMESXP1	JMSM7B2	9283	20571	44	37	
JMESXP2	JMSM7B2	9283	20572	39	37	
JMESXP3	JMSM7B2	9283	20573	35	36	
JMESYE0	JMSM7B2	9283	65496	33	21	
JMESYN1	JMSM7B2	9283	20581	34	64	
JMESYN2	JMSM7B2	9283	20582	43	66	
JMESYN3	JMSM7B2	9283	20583	49	15	
JMEWBC9	JMSM7B2	9283	20169	35	24	
JMEWBN1	JMSM7B2	9283	20591	34	60	
JMEWBN2	JMSM7B2	9283	20592	41	67	
JMEWDG1	JMSM7B2	9283	20601	55	55	
JMEWDG4	JMSM7B2	9283	20604	51	55	
JMEWXG1	JMSM7B2	9283	20611	46	76	
JMEWXG2	JMSM7B2	9283	20612	50	76	
JMEWXG3	JMSM7B2	9283	20613	58	76	
JMEXKG1	JMSM7B2	9283	20621	39	50	
JMEXKG2	JMSM7B2	9283	20622	31	45	
JMEXLN1	JMSM7B2	9283	20631	34	50	
JMEXLN2	JMSM7B2	9283	20632	40	10	
JMEXNN1	JMSM7B2	9283	20641	37	74	
JMEXNN2	JMSM7B2	9283	20642	40	62	
JMEXNN3	JMSM7B2	9283	20643	32	32	
JMEXSN1	JMSM7B2	9283	20871	58	13	
JMEXSN2	JMSM7B2	9283	20872	54	62	
JMEXSN3	JMSM7B2	9283	20873	52	11	
JMEYLG1	JMSM7B2	9283	20651	47	32	
JMEYLG2	JMSM7B2	9283	20652	55	77	
JMEYLG3	JMSM7B2	9283	20653	41	56	
JMEYQO1	JMSM7B2	9283	20661	45	36	
JMEYQO2	JMSM7B2	9283	20662	58	75	
JMEYQO3	JMSM7B2	9283	20663	54	23	
JMEYQO8	JMSM7B2	9283	20668	31	66	
JMEYSI1	JMSM7B2	9283	20671	48	35	
JMEYSI2	JMSM7B2	9283	20672	51	61	
JMEYSI3	JMSM7B2	9283	20673	43	10	
JMEYUS1	JMSM7B2	9283	20681	51	64	
JMEYUS2	JMSM7B2	9283	20682	31	76	
JMEYUS3	JMSM7B2	9283	20683	57	55	
JMEYYG1	JMSM7B2	9283	20691	34	70	
JMEYYG2	JMSM7B2	9283	20692	36	16	
JMJK729	JMSM7B2	9283	10001	9	30	
JDKBYI1	JMSM6B2	9285	30071	520	15	
JDKBYI2	JMSM6B2	9285	30072	531	70	
JDKBYI3	JMSM6B2	9285	30073	529	64	
JDKCHG1	JMSM6B2	9285	30511	522	76	
JDKCHG2	JMSM6B2	9285	30512	516	14	
JDKCHG3	JMSM6B2	9285	30513	527	20	
JDKCRZ1	JMSM6B2	9285	20061	528	21	
JDKCRZ2	JMSM6B2	9285	20062	525	50	
JDKCRZ3	JMSM6B2	9285	20063	516	12	
JDKCRZ4	JMSM6B2	9285	20064	522	35	
JDKCYI2	JMSM6B2	9285	30002	535	61	
JDKCYI3	JMSM6B2	9285	30003	512	72	
JDKDAC1	JMSM6B2	9285	30081	523	13	
JDKDAC2	JMSM6B2	9285	30082	512	21	
JDKDAC3	JMSM6B2	9285	30083	535	41	
JDKDGG1	JMSM6B2	9285	30061	518	51	
JDKDGG2	JMSM6B2	9285	30062	533	24	
JDKDGG3	JMSM6B2	9285	30063	515	37	
JDKDLE1	JMSM6B2	9285	30011	530	56	
JDKDLE2	JMSM6B2	9285	30012	524	57	
JDKDLE3	JMSM6B2	9285	30013	514	64	
JDKJDH1	JMSM6B2	9285	30311	521	11	
JDKJDH2	JMSM6B2	9285	30312	536	16	
JDKJDH3	JMSM6B2	9285	30313	534	14	
JDKJZC1	JMSM6B2	9285	30451	515	20	
JDKJZC2	JMSM6B2	9285	30452	537	23	
JDKJZC3	JMSM6B2	9285	30453	518	17	
JDKLTX1	JMSM6B2	9285	30041	522	21	
JDKLTX2	JMSM6B2	9285	30042	516	13	
JDKLTX3	JMSM6B2	9285	30043	537	27	
JDKMCN1	JMSM6B2	9285	30051	524	26	
JDKMCN2	JMSM6B2	9285	30052	520	45	
JDKMCN3	JMSM6B2	9285	30053	513	36	
JDKMSL1	JMSM6B2	9285	30421	513	44	
JDKMSL2	JMSM6B2	9285	30422	525	72	
JDKMSL3	JMSM6B2	9285	30423	520	40	
JDKNDJ1	JMSM6B2	9285	30301	518	16	
JDKNDJ2	JMSM6B2	9285	30302	531	27	
JDKNDJ3	JMSM6B2	9285	30303	529	17	
JDKQYL1	JMSM6B2	9285	20311	535	33	
JDKQYL2	JMSM6B2	9285	20312	537	22	
JDKQYL3	JMSM6B2	9285	20313	521	25	
JDKSFZ1	JMSM6B2	9285	20321	514	40	
JDKSFZ2	JMSM6B2	9285	20322	521	26	
JDKSFZ3	JMSM6B2	9285	20323	526	14	
JDKXFL1	JMSM6B2	9285	30021	523	10	
JDKXFL2	JMSM6B2	9285	30022	533	22	
JDKXFL3	JMSM6B2	9285	30023	535	35	
JDKXHB1	JMSM6B2	9285	30491	514	61	
JDKXHB2	JMSM6B2	9285	30492	512	43	
JDKXHB3	JMSM6B2	9285	30493	526	27	
JDKXLG1	JMSM6B2	9285	30501	513	35	
JDKXLG2	JMSM6B2	9285	30502	519	43	
JDKXLG3	JMSM6B2	9285	30503	529	36	
JDKXSF1	JMSM6B2	9285	30101	534	22	
JDKXSF2	JMSM6B2	9285	30102	513	23	
JDKXSF3	JMSM6B2	9285	30173	528	20	
JDKYCI1	JMSM6B2	9285	30211	532	46	
JDKYCI2	JMSM6B2	9285	30212	528	41	
JDKYCI3	JMSM6B2	9285	30213	517	57	
JDKYCI8	JMSM6B2	9285	30218	515	51	
JDKZHF1	JMSM6B2	9285	20281	533	21	
JDKZHF2	JMSM6B2	9285	20282	525	15	
JDKZHF3	JMSM6B2	9285	20283	515	72	
JDKZHL1	JMSM6B2	9285	30031	537	26	
JDKZHL2	JMSM6B2	9285	30032	526	75	
JDKZHL3	JMSM6B2	9285	30033	519	70	
JJJDEL9	JMSM6B2	9285	41200	38	24	
JMJK629	JMSM6B2	9285	10001	9	30	
JMKAJI1	JMSM6B2	9285	22341	38	46	
JMKAJI2	JMSM6B2	9285	22342	45	54	
JMKAJI3	JMSM6B2	9285	22343	32	50	
JMKBLH1	JMSM6B2	9285	20201	49	44	
JMKBLH2	JMSM6B2	9285	20202	41	12	
JMKBLH3	JMSM6B2	9285	20203	53	24	
JMKBXJ1	JMSM6B2	9285	20011	50	72	
JMKBXJ2	JMSM6B2	9285	20012	46	25	
JMKBXJ3	JMSM6B2	9285	20013	32	10	
JMKBXJ5	JMSM6B2	9285	20015	40	72	
JMKBXJ8	JMSM6B2	9285	20014	44	27	
JMKBYI1	JMSM6B2	9285	20301	47	51	
JMKBYI2	JMSM6B2	9285	20302	35	72	
JMKBYI3	JMSM6B2	9285	20303	49	25	
JMKBYI8	JMSM6B2	9285	20308	51	41	
JMKCHG1	JMSM6B2	9285	20021	32	24	
JMKCHG2	JMSM6B2	9285	20022	42	61	
JMKCHG3	JMSM6B2	9285	20023	40	34	
JMKCRZ1	JMSM6B2	9285	20031	48	27	
JMKCRZ2	JMSM6B2	9285	20032	39	57	
JMKCRZ3	JMSM6B2	9285	20033	50	52	
JMKCYI1	JMSM6B2	9285	20041	38	51	
JMKCYI2	JMSM6B2	9285	20042	45	26	
JMKCYI3	JMSM6B2	9285	20043	42	36	
JMKDAC1	JMSM6B2	9285	22501	51	71	
JMKDAC2	JMSM6B2	9285	22502	38	56	
JMKDAC3	JMSM6B2	9285	22503	45	34	
JMKDGG1	JMSM6B2	9285	20331	41	46	
JMKDGG2	JMSM6B2	9285	20332	36	51	
JMKDGG3	JMSM6B2	9285	20333	43	44	
JMKDLE1	JMSM6B2	9285	20051	44	55	
JMKDLE2	JMSM6B2	9285	20052	56	74	
JMKDLE3	JMSM6B2	9285	20053	54	77	
JMKDLX9	JMSM6B2	9285	20069	56	33	
JMKHLB9	JMSM6B2	9285	20219	49	73	
JMKJDH1	JMSM6B2	9285	20071	36	36	
JMKJDH2	JMSM6B2	9285	20072	56	27	
JMKJDH3	JMSM6B2	9285	20073	46	43	
JMKJSN1	JMSM6B2	9285	20341	51	62	
JMKJSN2	JMSM6B2	9285	20342	47	57	
JMKJSN3	JMSM6B2	9285	20343	45	41	
JMKJZC1	JMSM6B2	9285	20081	51	56	
JMKJZC2	JMSM6B2	9285	20082	45	35	
JMKJZC3	JMSM6B2	9285	20083	53	75	
JMKKPG1	JMSM6B2	9285	20221	40	43	
JMKKPG2	JMSM6B2	9285	20222	54	66	
JMKKPG3	JMSM6B2	9285	20223	45	73	
JMKMCN1	JMSM6B2	9285	20211	46	51	
JMKMCN2	JMSM6B2	9285	20212	34	16	
JMKMCN3	JMSM6B2	9285	20213	52	14	
JMKMQG1	JMSM6B2	9285	20401	39	61	
JMKMQG2	JMSM6B2	9285	20402	32	35	
JMKMQG3	JMSM6B2	9285	20403	55	20	
JMKMSL1	JMSM6B2	9285	20231	47	74	
JMKMSL2	JMSM6B2	9285	20232	42	77	
JMKMSL3	JMSM6B2	9285	20233	50	17	
JMKMSL8	JMSM6B2	9285	20238	52	53	
JMKNDJ1	JMSM6B2	9285	20271	37	12	
JMKNDJ2	JMSM6B2	9285	20272	48	62	
JMKQXT1	JMSM6B2	9285	22541	52	21	
JMKQXT2	JMSM6B2	9285	22542	47	40	
JMKQXT3	JMSM6B2	9285	22543	49	35	
JMKQXT8	JMSM6B2	9285	22548	33	65	
JMKQYL1	JMSM6B2	9285	20241	36	40	
JMKQYL2	JMSM6B2	9285	20242	44	21	
JMKQYL3	JMSM6B2	9285	20243	33	47	
JMKRHX1	JMSM6B2	9285	20091	33	31	
JMKRHX2	JMSM6B2	9285	20092	49	72	
JMKRHX3	JMSM6B2	9285	20093	36	22	
JMKSFL9	JMSM6B2	9285	22531	49	67	
JMKSFZ1	JMSM6B2	9285	20101	53	27	
JMKSFZ2	JMSM6B2	9285	20102	47	60	
JMKSFZ3	JMSM6B2	9285	20103	32	55	
JMKSFZ8	JMSM6B2	9285	20108	40	66	
JMKSTA1	JMSM6B2	9285	20421	45	24	
JMKSTA2	JMSM6B2	9285	20422	53	16	
JMKSTA3	JMSM6B2	9285	20423	42	51	
JMKXFL1	JMSM6B2	9285	20111	41	33	
JMKXFL2	JMSM6B2	9285	20112	39	76	
JMKXFL3	JMSM6B2	9285	20113	33	60	
JMKXFL8	JMSM6B2	9285	20118	43	64	
JMKXHB1	JMSM6B2	9285	20121	52	21	
JMKXHB2	JMSM6B2	9285	20122	43	47	
JMKXHB3	JMSM6B2	9285	20123	49	63	
JMKXJL1	JMSM6B2	9285	20181	38	62	
JMKXJL2	JMSM6B2	9285	20182	31	64	
JMKXJL3	JMSM6B2	9285	20183	54	73	
JMKXLG1	JMSM6B2	9285	20251	44	15	
JMKXLG2	JMSM6B2	9285	20252	49	74	
JMKXLG3	JMSM6B2	9285	20253	51	32	
JMKXMI1	JMSM6B2	9285	20131	34	13	
JMKXMI2	JMSM6B2	9285	20132	44	46	
JMKXMI3	JMSM6B2	9285	20133	55	33	
JMKXSF1	JMSM6B2	9285	20141	56	16	
JMKXSF2	JMSM6B2	9285	20142	31	52	
JMKXSF3	JMSM6B2	9285	20143	39	24	
JMKXYG1	JMSM6B2	9285	20351	37	45	
JMKXYG2	JMSM6B2	9285	20352	44	13	
JMKXYG3	JMSM6B2	9285	20353	49	62	
JMKXYL1	JMSM6B2	9285	20151	37	74	
JMKXYL2	JMSM6B2	9285	20152	42	53	
JMKYCI1	JMSM6B2	9285	20161	31	56	
JMKYCI2	JMSM6B2	9285	20162	55	52	
JMKYCI3	JMSM6B2	9285	20163	53	10	
JMKYCI8	JMSM6B2	9285	20168	47	13	
JMKZBN1	JMSM6B2	9285	20701	31	24	
JMKZBN2	JMSM6B2	9285	20702	42	50	
JMKZBN3	JMSM6B2	9285	20703	56	70	
JMKZBN8	JMSM6B2	9285	20704	54	34	
JMKZCG1	JMSM6B2	9285	22551	51	11	
JMKZCG2	JMSM6B2	9285	22552	32	36	
JMKZCG3	JMSM6B2	9285	22553	37	75	
JMKZGH1	JMSM6B2	9285	20171	52	17	
JMKZGH2	JMSM6B2	9285	20172	55	30	
JMKZGH3	JMSM6B2	9285	20173	48	52	
JMKZHF1	JMSM6B2	9285	20261	31	30	
JMKZHF2	JMSM6B2	9285	20262	48	40	
JMKZHF3	JMSM6B2	9285	20263	55	10	
JMKZHL1	JMSM6B2	9285	20191	35	54	
JMKZHL2	JMSM6B2	9285	20192	49	64	
JMKZHL3	JMSM6B2	9285	20193	37	64	
JMKZHL4	JMSM6B2	9285	20194	34	25	
JMKZYI1	JMSM6B2	9285	22601	52	52	
JMKZYI2	JMSM6B2	9285	22602	43	72	
JDJBLJ1	JMSM6B3	9289	31341	516	21	
JDJBLJ2	JMSM6B3	9289	31342	530	10	
JDJBLJ3	JMSM6B3	9289	31343	521	25	
JDJCCB1	JMSM6B3	9289	31401	514	27	
JDJCCB2	JMSM6B3	9289	31402	524	14	
JDJCCB3	JMSM6B3	9289	31403	531	21	
JDJCHU1	JMSM6B3	9289	30391	520	56	
JDJCHU2	JMSM6B3	9289	31392	514	32	
JDJCHU3	JMSM6B3	9289	31393	527	65	
JDJCYN1	JMSM6B3	9289	30191	520	21	
JDJCYN2	JMSM6B3	9289	30192	532	60	
JDJCYN3	JMSM6B3	9289	30193	524	77	
JDJDSD1	JMSM6B3	9289	31331	518	24	
JDJDSD2	JMSM6B3	9289	31332	536	32	
JDJDSD3	JMSM6B3	9289	31333	523	41	
JDJDTL1	JMSM6B3	9289	30121	525	31	
JDJDTL2	JMSM6B3	9289	30122	522	54	
JDJDTL3	JMSM6B3	9289	30123	518	47	
JDJDWG1	JMSM6B3	9289	30311	525	37	
JDJEJN1	JMSM6B3	9289	30381	514	60	
JDJEJN3	JMSM6B3	9289	30383	527	31	
JDJHSL1	JMSM6B3	9289	32351	513	54	
JDJHSL2	JMSM6B3	9289	32352	532	55	
JDJHSL3	JMSM6B3	9289	32353	522	62	
JDJJMN1	JMSM6B3	9289	30001	523	52	
JDJJMN2	JMSM6B3	9289	30002	531	51	
JDJJMN3	JMSM6B3	9289	30003	535	52	
JDJJNG1	JMSM6B3	9289	30101	527	61	
JDJJNG2	JMSM6B3	9289	30102	535	42	
JDJJNG3	JMSM6B3	9289	30103	533	43	
JDJJSK1	JMSM6B3	9289	32401	515	72	
JDJJSK2	JMSM6B3	9289	32402	534	50	
JDJJSK3	JMSM6B3	9289	32403	524	57	
JDJJSN1	JMSM6B3	9289	30011	524	75	
JDJJSN2	JMSM6B3	9289	30012	521	33	
JDJJSN3	JMSM6B3	9289	30013	526	52	
JDJJSX1	JMSM6B3	9289	30021	515	44	
JDJJSX3	JMSM6B3	9289	30023	537	20	
JDJJYG1	JMSM6B3	9289	30031	514	22	
JDJJYG3	JMSM6B3	9289	30033	527	36	
JDJLZG1	JMSM6B3	9289	30501	533	57	
JDJLZG2	JMSM6B3	9289	30502	524	36	
JDJLZG3	JMSM6B3	9289	30503	535	54	
JDJNGG1	JMSM6B3	9289	30041	517	44	
JDJNGG2	JMSM6B3	9289	30042	529	65	
JDJNGG3	JMSM6B3	9289	30043	513	13	
JDJNLB1	JMSM6B3	9289	30051	532	62	
JDJNLB2	JMSM6B3	9289	30052	530	13	
JDJNLB3	JMSM6B3	9289	30053	517	70	
JDJSFU1	JMSM6B3	9289	30131	520	53	
JDJSFU3	JMSM6B3	9289	30133	534	20	
JDJXQU1	JMSM6B3	9289	30061	512	51	
JDJXQU2	JMSM6B3	9289	30062	522	47	
JDJXQU3	JMSM6B3	9289	30063	535	10	
JDJYFG1	JMSM6B3	9289	30111	528	13	
JDJYFG2	JMSM6B3	9289	30112	530	50	
JDJYFG3	JMSM6B3	9289	30113	537	64	
JDJYYC1	JMSM6B3	9289	30071	532	67	
JDJZCG1	JMSM6B3	9289	30261	526	77	
JDJZCG3	JMSM6B3	9289	30263	517	52	
JDJZGH1	JMSM6B3	9289	30081	521	42	
JDJZGH2	JMSM6B3	9289	30082	529	77	
JDJZGH3	JMSM6B3	9289	30083	515	10	
JDJZHB2	JMSM6B3	9289	30092	537	36	
JDJZHB3	JMSM6B3	9289	30093	512	46	
JMJBLJ1	JMSM6B3	9289	21041	47	37	
JMJBLJ2	JMSM6B3	9289	21042	32	76	
JMJBLJ3	JMSM6B3	9289	21043	45	20	
JMJBSA1	JMSM6B3	9289	20011	51	25	
JMJBSA2	JMSM6B3	9289	20012	40	12	
JMJBSA3	JMSM6B3	9289	20013	36	35	
JMJBSG1	JMSM6B3	9289	20381	42	33	
JMJBSG2	JMSM6B3	9289	20382	39	31	
JMJBSG3	JMSM6B3	9289	20383	36	61	
JMJCCB1	JMSM6B3	9289	20021	36	36	
JMJCCB2	JMSM6B3	9289	20022	41	26	
JMJCCB3	JMSM6B3	9289	20023	34	33	
JMJCHU1	JMSM6B3	9289	20401	34	56	
JMJCHU2	JMSM6B3	9289	20402	52	10	
JMJCHU3	JMSM6B3	9289	20403	40	60	
JMJCSL9	JMSM6B3	9289	20259	37	55	
JMJCYN1	JMSM6B3	9289	22041	40	65	
JMJCYN2	JMSM6B3	9289	22042	48	56	
JMJCYN3	JMSM6B3	9289	22043	35	75	
JMJDFG1	JMSM6B3	9289	20031	39	32	
JMJDFG2	JMSM6B3	9289	20032	42	23	
JMJDFG3	JMSM6B3	9289	20033	51	11	
JMJDGL1	JMSM6B3	9289	23811	34	50	
JMJDGL2	JMSM6B3	9289	23812	31	40	
JMJDGL3	JMSM6B3	9289	23813	39	24	
JMJDSD1	JMSM6B3	9289	20321	48	33	
JMJDSD2	JMSM6B3	9289	20322	53	52	
JMJDSD3	JMSM6B3	9289	20323	50	60	
JMJDTL1	JMSM6B3	9289	20041	31	64	
JMJDTL2	JMSM6B3	9289	20042	36	76	
JMJDTL3	JMSM6B3	9289	20043	41	33	
JMJDTL8	JMSM6B3	9289	20048	54	24	
JMJDWG2	JMSM6B3	9289	20052	49	36	
JMJDWG8	JMSM6B3	9289	20058	51	41	
JMJEJN1	JMSM6B3	9289	20061	34	15	
JMJEJN2	JMSM6B3	9289	20062	43	22	
JMJEJN3	JMSM6B3	9289	20063	54	22	
JMJFLG9	JMSM6B3	9289	20105	44	34	
JMJGLJ1	JMSM6B3	9289	20071	32	67	
JMJGLJ2	JMSM6B3	9289	20072	42	10	
JMJGLJ3	JMSM6B3	9289	20073	44	67	
JMJGYL1	JMSM6B3	9289	22101	46	44	
JMJGYL2	JMSM6B3	9289	22102	38	34	
JMJGYL3	JMSM6B3	9289	22103	43	46	
JMJHLQ9	JMSM6B3	9289	20119	48	31	
JMJHSG1	JMSM6B3	9289	20081	48	34	
JMJHSG2	JMSM6B3	9289	20082	46	71	
