Cell	Site	Longitude	Latitude	Dir	Height	Tilt	Ground_Height	Cell_Type	Ant_Type	Ant_BW	Note	SiteName	Flag1	Flag2	Flag3	Flag4	Flag5	CI	BSC	Ant_size
JMECPG2	JMECPG	112.44637	22.35136	190						45		恩平成平2								
JMECPG3	JMECPG	112.44637	22.35136	270						45		恩平成平3								
JMECPG8	JMECPG									45										
JMECWN1	JMECWN	112.15964	22.35887	0						45		恩平春湾1								
JMECWN2	JMECWN	112.15964	22.35887	50						45		恩平春湾2								
JMEDBY1	JMEDBY	112.401972	22.325833	40						45		恩平东北雁1								
JMEDBY2	JMEDBY	112.401972	22.325833	130						45		恩平东北雁2								
JMEDBY3	JMEDBY	112.401972	22.325833	230/310						45		恩平东北雁3								
JMEDHI1	JMEDHI	112.225833	22.106389	80/190						45		恩平大槐1								
JMEDHI2	JMEDHI	112.225833	22.106389	260						45		恩平大槐2								
JMEDHI3	JMEDHI	112.225833	22.106389	330						45		恩平大槐3								
JMEDHI8	JMEDHI	112.225833	22.106389	0						45		恩平大槐8								
JMEDPO1	JMEDPO	112.10466	22.16697	150						45		恩平那吉大陂1								
JMEDPO2	JMEDPO	112.10466	22.16697	230						45		恩平那吉大陂2								
JMEDTE1	JMEDTE	112.2308333	22.26972222	140						45		恩平大田二1								
JMEDTE2	JMEDTE	112.2308333	22.26972222	240						45		恩平大田二2								
JMEDTE3	JMEDTE	112.2308333	22.26972222	330						45		恩平大田二3								
JMEDTN3	JMEDTN	112.22796	22.26439	300						45		恩平大田3								
JMEEQO1	JMEEQO	112.226111	22.080833	20						45		恩平恩侨1								
JMEEQO2	JMEEQO	112.226111	22.080833	210/125						45		恩平恩侨2								
JMEEQO3	JMEEQO	112.226111	22.080833	170/310						45		恩平恩侨3								
JMEFTN1	JMEFTN	112.18333	22.33954	30						45		恩平福堂1								
JMEFTN2	JMEFTN	112.18333	22.33954	300						45		恩平福堂2								
JMEGTG1	JMEGTG	112.201667	22.125833	100						45		恩平高塘1								
JMEGTG2	JMEGTG	112.201667	22.125833	210						45		恩平高塘2								
JMEGTG3	JMEGTG	112.201667	22.125833	320						45		恩平高塘3								
JMEGTN1	JMEGTN	112.26033	22.01623	60						45		恩平甘围1								
JMEGTN2	JMEGTN	112.26033	22.01623	200						45		恩平甘围2								
JMEGTN3	JMEGTN	112.26033	22.01623	350						45		恩平甘围3								
JMEGYN1	JMEGYN	112.41746	22.39041	45						45		恩平高园1								
JMEGYN2	JMEGYN	112.41746	22.39041	140						45		恩平高园2								
JMEGYN3	JMEGYN	112.41746	22.39041	240						45		恩平高园3								
JMEHBI1	JMEHBI	112.321139	22.040583	70						45		恩平横陂1								
JMEHBI2	JMEHBI	112.321139	22.040583	190						45		恩平横陂2								
JMEHBI3	JMEHBI	112.321139	22.040583	340						45		恩平横陂3								
JMEHBI8	JMEHBI	112.321139	22.040583	190						45		恩平横陂8								
JMEHCC1	JMEHCC	112.46983	22.33738	50						45		恩平华昌陶瓷厂1								
JMEHCC2	JMEHCC	112.46983	22.33738	140						45		恩平华昌陶瓷厂2								
JMEHCC3	JMEHCC	112.46983	22.33738	250						45		恩平华昌陶瓷厂3								
JMEHJO1	JMEHJO	112.360833	22.021111	30						45		恩平洪窖1								
JMEHJO2	JMEHJO	112.360833	22.021111	150						45		恩平洪窖2								
JMEHJO3	JMEHJO	112.360833	22.021111	350						45		恩平洪窖3								
JMEHJS1	JMEHJS	112.36105	21.94617	80						45		恩平洪窖所1								
JMEHJS2	JMEHJS	112.36105	21.94617	150						45		恩平洪窖所2								
JMEHJS3	JMEHJS	112.36105	21.94617	340						45		恩平洪窖所3								
JMEHKU4	JMEHKU	112.361944	21.983333	75/205						45		恩平河口4								
JMEHLG1	JMEHLG	112.39868	22.37781	30						45		恩平红楼1								
JMEHLG2	JMEHLG	112.39868	22.37781	170						45		恩平红楼2								
JMEHLG3	JMEHLG	112.39868	22.37781	210						45		恩平红楼3								
JMEHNN1	JMEHNN	112.3131	22.01809	80						45		恩平横南1								
JMEHNN2	JMEHNN	112.3131	22.01809	210						45		恩平横南2								
JMEHNN3	JMEHNN	112.3131	22.01809	310						45		恩平横南3								
JMEHPG1	JMEHPG	112.408889	22.448333	70						45		恩平和平1								
JMEHPG2	JMEHPG	112.408889	22.448333	170						45		恩平和平2								
JMEHPG3	JMEHPG	112.408889	22.448333	350						45		恩平和平3								
JMEHPL0	JMEHPL	112.17938	22.26561	0						45		恩平河排林场0								
JMEHPN0	JMEHPN	112.28069	22.0018	0						45		恩平横盘0								
JMEHXI6	JMEHXI	112.286139	22.02975	90						45		恩平横西6								
JMEJDN1	JMEJDN	112.16587	22.26215	30						45		恩平锦电1								
JMEJDN2	JMEJDN	112.16587	22.26215	210						45		恩平锦电2								
JMEJDN3	JMEJDN	112.16587	22.26215	295						45		恩平锦电3								
JMEJLG1	JMEJLG	112.325833	22.105278	5						45		恩平金龙1								
JMEJLG2	JMEJLG	112.325833	22.105278	190						45		恩平金龙2								
JMEJLG3	JMEJLG	112.325833	22.105278	240						45		恩平金龙3								
JMEJSM1	JMEJSM	112.445972	22.369056	80						45		恩平金沙煤矿1								
JMEJSM2	JMEJSM	112.445972	22.369056	150						45		恩平金沙煤矿2								
JMEJSM3	JMEJSM	112.445972	22.369056	340						45		恩平金沙煤矿3								
JMEJSN1	JMEJSN	112.17642	22.12536	80						45		恩平金山1								
JMEJSN2	JMEJSN	112.17642	22.12536	210						45		恩平金山2								
JMEJSN3	JMEJSN	112.17642	22.12536	270						45		恩平金山3								
JMEJTG1	JMEJTG	112.438056	22.308889	20						45		恩平君堂1								
JMEJTG2	JMEJTG	112.438056	22.308889	130						45		恩平君堂2								
JMEJTG3	JMEJTG	112.438056	22.308889	250						45		恩平君堂3								
JMEJYE1	JMEJYE	112.490398	22.361853	70						45		恩平景业1								
JMEJYE2	JMEJYE	112.490398	22.361853	180						45		恩平景业2								
JMEJYE3	JMEJYE	112.490398	22.361853	240						45		恩平景业3								
JMEJZE1	JMEJZE	112.43414	22.31349	70						45		恩平江洲二1								
JMEJZE2	JMEJZE	112.43414	22.31349	260						45		恩平江洲二2								
JMEJZE3	JMEJZE	112.43414	22.31349	350						45		恩平江洲二3								
JMEJZU1	JMEJZU	112.42701	22.30955	40						45		恩平江洲1								
JMEJZU2	JMEJZU	112.42701	22.30955	250						45		恩平江洲2								
JMEJZU3	JMEJZU	112.42701	22.30955	310						45		恩平江洲3								
JMEJZU8	JMEJZU	112.42701	22.30955	350						45		恩平江洲8								
JMELAN1	JMELAN	112.50631	22.36894	70						45		恩平龙安1								
JMELAN2	JMELAN	112.50631	22.36894	260						45		恩平龙安2								
JMELAN3	JMELAN	112.50631	22.36894	25						45		恩平龙安3								
JMELAN8	JMELAN	112.50631	22.36894	190						45		恩平龙安8								
JMELBC1	JMELBC	112.5005	22.40344	180						45		恩平李边村1								
JMELBI1	JMELBI	112.21246	22.36058	0						45		恩平朗北1								
JMELBI2	JMELBI									45		恩平郎北2								
JMELBI3	JMELBI	112.21246	22.36058	240						45		恩平朗北3								
JMELDI1	JMELDI	112.221083	22.335806	30						45		恩平朗底1								
JMELDI2	JMELDI	112.221083	22.335806	150						45		恩平朗底2								
JMELDI3	JMELDI	112.221083	22.335806	330						45		恩平朗底3								
JMELLN1	JMELLN	112.326667	22.278889	65						45		恩平龙联1								
JMELLN2	JMELLN	112.326667	22.278889	170						45		恩平龙联2								
JMELLN3	JMELLN	112.326667	22.278889	240						45		恩平龙联3								
JMELNN1	JMELNN	112.390556	22.349722	120						45		恩平岭南1								
JMELNN2	JMELNN	112.390556	22.349722	180						45		恩平岭南2								
JMELNN3	JMELNN	112.390556	22.349722	340						45		恩平岭南3								
JMELNN8	JMELNN	112.390556	22.349722	60						45		恩平岭南8								
JMELPG1	JMELPG	112.274167	22.2525	50						45		恩平禄平1								
JMELPG2	JMELPG	112.274167	22.2525	150						45		恩平禄平2								
JMELPG3	JMELPG	112.274167	22.2525	300						45		恩平禄平3								
JMELTG1	JMELTG	112.462889	22.318	90						45		恩平藜塘1								
JMELTG2	JMELTG	112.462889	22.318	210						45		恩平藜塘2								
JMELTG3	JMELTG	112.462889	22.318	270						45		恩平藜塘3								
JMELXD1	JMELXD	112.258917	22.305583	160						45		恩平良西电站1								
JMELXD3	JMELXD	112.258917	22.305583	330						45		恩平良西电站3								
JMELXI1	JMELXI	112.34457	22.31629	60						45		恩平良西1								
JMELXI2	JMELXI	112.34457	22.31629	190						45		恩平良西2								
JMELXI3	JMELXI	112.34457	22.31629	260						45		恩平良西3								
JMELYN1	JMELYN	112.36279	22.36435	70						45		恩平黎园1								
JMELYN2	JMELYN	112.36279	22.36435	170						45		恩平黎园2								
JMELYN3	JMELYN	112.36279	22.36435	280						45		恩平黎园3								
JMEMCG1	JMEMCG	112.272306	22.162333	80						45		恩平米仓1								
JMEMCG2	JMEMCG	112.272306	22.162333	210						45		恩平米仓2								
JMEMCG3	JMEMCG	112.272306	22.162333	350						45		恩平米仓3								
JMENBI1	JMENBI	112.15821	22.18032	190						45		恩平那北1								
JMENBI2	JMENBI	112.15821	22.18032	310						45		恩平那北2								
JMENJG1	JMENJG	112.387778	22.377778	50						45		恩平牛江1								
JMENJG2	JMENJG	112.387778	22.377778	240						45		恩平牛江2								
JMENJG3	JMENJG	112.387778	22.377778	320						45		恩平牛江3								
JMENJI1	JMENJI	112.16291	22.12505	20						45		恩平那吉1								
JMENJI2	JMENJI	112.16291	22.12505	310						45		恩平那吉2								
JMENJI3	JMENJI	112.16291	22.12505	180						45		恩平那吉3								
JMENKG1	JMENKG	112.429722	22.457417	40						45		恩平南坑1								
JMENKG2	JMENKG	112.429722	22.457417	180						45		恩平南坑2								
JMENKG3	JMENKG	112.429722	22.457417	295						45		恩平南坑3								
JMENLI1	JMENLI	112.44699	22.41138	110						45		恩平那梨1								
JMENLI2	JMENLI	112.44699	22.41138	180						45		恩平那梨2								
JMENLI3	JMENLI	112.44699	22.41138	270						45		恩平那梨3								
JMENLN0	JMENLN	112.31475	22.12475	0/135						45		恩平南联0								
JMENPG1	JMENPG	112.430556	22.3575	10/150/280						45		恩平南平1								
JMENPG2	JMENPG	112.430556	22.3575	310						45		恩平南平2								
JMENTG1	JMENTG	112.451667	22.333333	100						45		恩平南塘1								
JMENTG2	JMENTG	112.451667	22.333333	240						45		恩平南塘2								
JMENTG3	JMENTG	112.451667	22.333333	340						45		恩平南塘3								
JMENTG5	JMENTG	112.451667	22.333333	40						45		恩平南塘5								
JMENTG8	JMENTG	112.451667	22.333333	190						45		恩平南塘8								
JMEPDI1	JMEPDI	112.302778	22.317222	60						45		恩平坪地1								
JMEPDI2	JMEPDI	112.302778	22.317222	230						45		恩平坪地2								
JMEPDI3	JMEPDI	112.302778	22.317222	340						45		恩平坪地3								
JMEQHU1	JMEQHU	112.4238	22.2879	70						45		恩平清湖1								
JMEQHU2	JMEQHU	112.4238	22.2879	230						45		恩平清湖2								
JMEQHU3	JMEQHU	112.4238	22.2879	340						45		恩平清湖3								
JMEQJN0	JMEQJN	112.245556	22.047778	0						45		恩平前进0								
JMEQJN2	JMEQJN	112.245556	22.047778	340						45		恩平前进2								
JMEQWN6	JMEQWN	112.103333	22.186111	30/160/280						45		恩平清湾6								
JMESBG1	JMESBG	112.33002	22.31991	100						45		恩平松柏根1								
JMESBG2	JMESBG	112.33002	22.31991	290						45		恩平松柏根2								
JMESBG3	JMESBG	112.33002	22.31991	350						45		恩平松柏根3								
JMESGG1	JMESGG	112.42112	22.34116	60						45		恩平沙岗1								
JMESGG2	JMESGG	112.42112	22.34116	170						45		恩平沙岗2								
JMESGG3	JMESGG	112.42112	22.34116	300						45		恩平沙岗3								
JMESGQ1	JMESGQ	112.355806	22.304639	70						45		恩平双岗桥1								
JMESGQ2	JMESGQ	112.355806	22.304639	130						45		恩平双岗桥2								
JMESGQ3	JMESGQ	112.355806	22.304639	210						45		恩平双岗桥3								
JMESHE1	JMESHE	112.447806	22.390278	0						45		恩平沙湖二1								
JMESHE2	JMESHE	112.447806	22.390278	140						45		恩平沙湖二2								
JMESHE3	JMESHE	112.447806	22.390278	210						45		恩平沙湖二3								
JMESHS1	JMESHS	112.44069	22.39024	20						45		恩平沙湖三1								
JMESHS2	JMESHS	112.44069	22.39024	130						45		恩平沙湖三2								
JMESHS3	JMESHS	112.44069	22.39024	270						45		恩平沙湖三3								
JMESHT1	JMESHT	112.383889	22.308889	90						45		恩平水塘1								
JMESHT2	JMESHT	112.383889	22.308889	150						45		恩平水塘2								
JMESHT3	JMESHT	112.383889	22.308889	270						45		恩平水塘3								
JMESHU1	JMESHU	112.436389	22.385556	70						45		恩平沙湖1								
JMESHU2	JMESHU	112.436389	22.385556	150						45		恩平沙湖2								
JMESHU3	JMESHU	112.436389	22.385556	250						45		恩平沙湖3								
JMESKI1	JMESKI	112.406111	22.401667	45						45		恩平上凯1								
JMESKI2	JMESKI	112.406111	22.401667	135						45		恩平上凯2								
JMESKI3	JMESKI	112.406111	22.401667	180						45		恩平上凯3								
JMESLA1	JMESLA	112.248333	22.125833	40						45		恩平沙栏1								
JMESLA2	JMESLA	112.248333	22.125833	140						45		恩平沙栏2								
JMESLA3	JMESLA	112.248333	22.125833	240						45		恩平沙栏3								
JMESQN1	JMESQN	112.309722	22.243889	40						45		恩平石泉1								
JMESQN2	JMESQN	112.309722	22.243889	160						45		恩平石泉2								
JMESQN3	JMESQN	112.309722	22.243889	220						45		恩平石泉3								
JMESTG1	JMESTG	112.383333	22.291389	60						45		恩平圣堂1								
JMESTG2	JMESTG	112.383333	22.291389	230						45		恩平圣堂2								
JMESTG3	JMESTG	112.383333	22.291389	340						45		恩平圣堂3								
JMESXG1	JMESXG	112.353917	22.342528	50						45		恩平三乡1								
JMESXG2	JMESXG	112.353917	22.342528	230						45		恩平三乡2								
JMESXG3	JMESXG	112.353917	22.342528	350						45		恩平三乡3								
JMESXP1	JMESXP	112.36639	22.33496	50						45		恩平上下蒲田1								
JMESXP2	JMESXP	112.36639	22.33496	180						45		恩平上下蒲田2								
JMESXP3	JMESXP	112.36639	22.33496	260						45		恩平上下蒲田3								
JMESYE0	JMESYE	112.165278	22.3525	130/310						45		恩平双悦0								
JMESYN1	JMESYN	112.399472	22.488361	50						45		恩平圣园1								
JMESYN2	JMESYN	112.399472	22.488361	120/200						45		恩平圣园2								
JMESYN3	JMESYN	112.399472	22.488361	340						45		恩平圣园3								
JMEWBC9	JMEWBC	112.36333	21.97439	190/270						45		恩平围边9								
JMEWBN1	JMEWBN	112.48671	22.37479	200						45		恩平伍边1								
JMEWBN2	JMEWBN	112.48671	22.37479	290						45		恩平伍边2								
JMEWDG1	JMEWDG	112.135556	22.15975	180						45		恩平万洞1								
JMEWDG4	JMEWDG	112.135556	22.15975	90/280						45		恩平万洞4								
JMEWXG1	JMEWXG	112.177639	22.09875	10						45		恩平伍乡1								
JMEWXG2	JMEWXG	112.177639	22.09875	130						45		恩平伍乡2								
JMEWXG3	JMEWXG	112.177639	22.09875	250						45		恩平伍乡3								
JMEXKG1	JMEXKG	112.348333	22.394167	10/200/270						45		恩平西坑1								
JMEXKG2	JMEXKG	112.348333	22.394167	130						45		恩平西坑2								
JMEXLN1	JMEXLN	112.30155	22.04406	200						45		恩平横陂西联1								
JMEXLN2	JMEXLN	112.30155	22.04406	280						45		恩平横陂西联2								
JMEXNN1	JMEXNN	112.249472	22.229444	20						45		恩平下南1								
JMEXNN2	JMEXNN	112.249472	22.229444	120						45		恩平下南2								
JMEXNN3	JMEXNN	112.249472	22.229444	210						45		恩平下南3								
JMEXSN1	JMEXSN	112.329278	22.091917	110						45		恩平虾山1								
JMEXSN2	JMEXSN	112.329278	22.091917	210						45		恩平虾山2								
JMEXSN3	JMEXSN	112.329278	22.091917	300						45		恩平虾山3								
JMEYLG1	JMEYLG	112.22646	22.24758	50						45		恩平郁龙1								
JMEYLG2	JMEYLG	112.22646	22.24758	150						45		恩平郁龙2								
JMEYLG3	JMEYLG	112.22646	22.24758	260						45		恩平郁龙3								
JMEYQO1	JMEYQO	112.488611	22.398611	360						45		恩平杨桥1								
JMEYQO2	JMEYQO	112.488611	22.398611	90						45		恩平杨桥2								
JMEYQO3	JMEYQO	112.488611	22.398611	180						45		恩平杨桥3								
JMEYQO8	JMEYQO	112.488611	22.398611	270						45		恩平杨桥8								
JMEYSI1	JMEYSI	112.296944	22.296944	150						45		恩平月水1								
JMEYSI2	JMEYSI	112.296944	22.296944	200						45		恩平月水2								
JMEYSI3	JMEYSI	112.296944	22.296944	300						45		恩平月水3								
JMEYUS1	JMEYUS	112.445056	22.435889	100						45		恩平浴水1								
JMEYUS2	JMEYUS	112.445056	22.435889	230						45		恩平浴水2								
JMEYUS3	JMEYUS	112.445056	22.435889	320						45		恩平浴水3								
JMEYYG1	JMEYYG	112.35268	22.03588	340						45		恩平银鹰1								
JMEYYG2	JMEYYG	112.35268	22.03588	70						45		恩平银鹰2								
JDKBYI1	JDKBYI	112.653333	22.366111	30						45		开平八一D1								
JDKBYI2	JDKBYI	112.653333	22.366111	120						45		开平八一D2								
JDKBYI3	JDKBYI	112.653333	22.366111	270						45		开平八一D3								
JDKCHG1	JDKCHG	112.668639	22.3775	270						45		开平冲澄D1								
JDKCHG2	JDKCHG	112.668639	22.3775	140						45		开平冲澄D2								
JDKCHG3	JDKCHG	112.668639	22.3775	250						45		开平冲澄D3								
JDKCRZ1	JDKCRZ	112.67373	22.39287	130						45		开平成人中专D1								
JDKCRZ2	JDKCRZ	112.67373	22.39287	200						45		开平成人中专D2								
JDKCRZ3	JDKCRZ	112.67373	22.39287	330						45		开平成人中专D3								
JDKCYI2	JDKCYI	112.70222	22.3886	120						45		开平冲奕D2								
JDKCYI3	JDKCYI	112.70222	22.3886	250						45		开平冲奕D3								
JDKDAC1	JDKDAC	112.66116	22.38153	20						45		开平大仓D1								
JDKDAC2	JDKDAC	112.66116	22.38153	110						45		开平大仓D2								
JDKDAC3	JDKDAC	112.66116	22.38153	270						45		开平大仓D3								
JDKDGG1	JDKDGG	112.649833	22.38625	30						45		开平杜岗D1								
JDKDGG2	JDKDGG	112.649833	22.38625	210						45		开平杜岗D2								
JDKDGG3	JDKDGG	112.649833	22.38625	300						45		开平杜岗D3								
JDKDLE1	JDKDLE	112.673472	22.383056	40						45		开平东乐D1								
JDKDLE2	JDKDLE	112.673472	22.383056	170						45		开平东乐D2								
JDKDLE3	JDKDLE	112.673472	22.383056	320						45		开平东乐D3								
JDKJDH1	JDKJDH	112.677222	22.375833	65						45		开平金都花苑D1								
JDKJDH2	JDKJDH	112.677222	22.375833	200						45		开平金都花苑D2								
JDKJDH3	JDKJDH	112.677222	22.375833	330						45		开平金都花苑D3								
JDKJZC1	JDKJZC	112.688528	22.379083	80						45		开平九洲城D1								
JDKJZC2	JDKJZC	112.688528	22.379083	200						45		开平九洲城D2								
JDKJZC3	JDKJZC	112.688528	22.379083	300						45		开平九洲城D3								
JDKLTX1	JDKLTX	112.677539	22.368103	80						45		开平龙头圩D1								
JDKLTX2	JDKLTX	112.677539	22.368103	230						45		开平龙头圩D2								
JDKLTX3	JDKLTX	112.677539	22.368103	325						45		开平龙头圩D3								
JDKMCN1	JDKMCN	112.68345	22.38595	60						45		开平幕村D1								
JDKMCN2	JDKMCN	112.68345	22.38595	180						45		开平幕村D2								
JDKMCN3	JDKMCN	112.68345	22.38595	300						45		开平幕村D3								
JDKMSL1	JDKMSL	112.686167	22.3751	20						45		开平幕沙路D1								
JDKMSL2	JDKMSL	112.686167	22.3751	100						45		开平幕沙路D2								
JDKMSL3	JDKMSL	112.686167	22.3751	280						45		开平幕沙路D3								
JDKNDJ1	JDKNDJ	112.67574	22.3751	210						45		开平南岛酒店D1								
JDKNDJ2	JDKNDJ	112.67574	22.3751	290						45		开平南岛酒店D2								
JDKNDJ3	JDKNDJ	112.67574	22.3751	50						45		开平南岛酒店D3								
JDKQYL1	JDKQYL	112.670611	22.364333	70						45		开平侨园路D1								
JDKQYL2	JDKQYL	112.670611	22.364333	220						45		开平侨园路D2								
JDKQYL3	JDKQYL	112.670611	22.364333	340						45		开平侨园路D3								
JDKSFZ1	JDKSFZ	112.709806	22.396667	60						45		开平收费站D1								
JDKSFZ2	JDKSFZ	112.709806	22.396667	260						45		开平收费站D2								
JDKSFZ3	JDKSFZ	112.709806	22.396667	350						45		开平收费站D3								
JDKXFL1	JDKXFL	112.68485	22.37839	90						45		开平幸福路D1								
JDKXFL2	JDKXFL	112.68485	22.37839	210						45		开平幸福路D2								
JDKXFL3	JDKXFL	112.68485	22.37839	340						45		开平幸福路D3								
JDKXHB1	JDKXHB	112.681713	22.37744	90						45		开平新华堡D1								
JDKXHB2	JDKXHB	112.681713	22.37744	180						45		开平新华堡D2								
JDKXHB3	JDKXHB	112.681713	22.37744	300						45		开平新华堡D3								
JDKXLG1	JDKXLG	112.679444	22.367778	50						45		开平祥龙D1								
JDKXLG2	JDKXLG	112.679444	22.367778	160						45		开平祥龙D2								
JDKXLG3	JDKXLG	112.679444	22.367778	280						45		开平祥龙D3								
JDKXSF3	JDKXSF	112.695556	22.384444	350						45		开平新市府D3								
JDKYCI1	JDKYCI	112.680556	22.380556	15						45		开平义祠D1								
JDKYCI2	JDKYCI	112.680556	22.380556	150						45		开平义祠D2								
JDKYCI3	JDKYCI	112.680556	22.380556	240						45		开平义祠D3								
JDKYCI8	JDKYCI	112.680556	22.380556	60						45		开平义祠D8								
JDKZHF1	JDKZHF	112.66428	22.36255	90						45		开平祝华坊D1								
JDKZHF2	JDKZHF	112.66428	22.36255	250						45		开平祝华坊D2								
JDKZHF3	JDKZHF	112.66428	22.36255	350						45		开平祝华坊D3								
JDKZHL1	JDKZHL	112.685833	22.390556	30						45		开平综合楼D1								
JDKZHL2	JDKZHL	112.685833	22.390556	295						45		开平综合楼D2								
JDKZHL3	JDKZHL	112.685833	22.390556	295						45		开平综合楼D3								
JMKAJI1	JMKAJI	112.67892	22.38712	30						45		开平安吉1								
JMKAJI2	JMKAJI	112.67892	22.38712	130						45		开平安吉2								
JMKAJI3	JMKAJI	112.67892	22.38712	290						45		开平安吉3								
JMKBLH1	JMKBLH	112.673528	22.370667	60						45		开平宝丽花园1								
JMKBLH2	JMKBLH	112.673528	22.370667	180						45		开平宝丽花园2								
JMKBLH3	JMKBLH	112.673528	22.370667	290						45		开平宝丽花园3								
JMKBXJ1	JMKBXJ	112.68702	22.38195	295						45		开平步行街1								
JMKBXJ2	JMKBXJ	112.68702	22.38195	150						45		开平步行街2								
JMKBXJ3	JMKBXJ	112.68702	22.38195	250						45		开平步行街3								
JMKBXJ5	JMKBXJ	112.68702	22.38195	70/150						45		开平步行街5								
JMKBXJ8	JMKBXJ	112.68702	22.38195	0						45		开平步行街8								
JMKBYI1	JMKBYI	112.652017	22.366143	30						45		开平八一1								
JMKBYI2	JMKBYI	112.652017	22.366143	120						45		开平八一2								
JMKBYI3	JMKBYI	112.652017	22.366143	270						45		开平八一3								
JMKBYI8	JMKBYI	112.652017	22.366143	180						45		开平八一8								
JMKCHG1	JMKCHG	112.668639	22.3775	40						45		开平冲澄1								
JMKCHG2	JMKCHG	112.668639	22.3775	140						45		开平冲澄2								
JMKCHG3	JMKCHG	112.668639	22.3775	250						45		开平冲澄3								
JMKCRZ1	JMKCRZ	112.67373	22.39287	130						45		开平成人中专1								
JMKCRZ2	JMKCRZ	112.67373	22.39287	230						45		开平成人中专2								
JMKCRZ3	JMKCRZ	112.67373	22.39287	330						45		开平成人中专3								
JMKCYI1	JMKCYI	112.70222	22.3886	70						45		开平冲奕1								
JMKCYI2	JMKCYI	112.70222	22.3886	180						45		开平冲奕2								
JMKCYI3	JMKCYI	112.70222	22.3886	290						45		开平冲奕3								
JMKDAC1	JMKDAC	112.66116	22.38153	20						45		开平大仓1								
JMKDAC2	JMKDAC	112.66116	22.38153	110						45		开平大仓2								
JMKDAC3	JMKDAC	112.66116	22.38153	270						45		开平大仓3								
JMKDGG1	JMKDGG	112.649833	22.38625	30						45		开平杜岗1								
JMKDGG2	JMKDGG	112.649833	22.38625	210						45		开平杜岗2								
JMKDGG3	JMKDGG	112.649833	22.38625	300						45		开平杜岗3								
JMKDLE1	JMKDLE	112.673472	22.383056	90						45		开平东乐1								
JMKDLE2	JMKDLE	112.673472	22.383056	250						45		开平东乐2								
JMKDLE3	JMKDLE	112.673472	22.383056	350						45		开平东乐3								
JMKDLX9	JMKDLX	112.68923	22.38634	0						45		开平电力大厦9								
JMKHLB9	JMKHLB	112.66359	22.37199	0						45		开平海伦堡9								
JMKJDH1	JMKJDH	112.677222	22.375833	65						45		开平金都花苑1								
JMKJDH2	JMKJDH	112.677222	22.375833	200						45		开平金都花苑2								
JMKJDH3	JMKJDH	112.677222	22.375833	330						45		开平金都花苑3								
JMKJSN1	JMKJSN	112.680651	22.396885	90						45		开平金山1								
JMKJSN2	JMKJSN	112.680651	22.396885	150						45		开平金山2								
JMKJSN3	JMKJSN	112.680651	22.396885	300						45		开平金山3								
JMKJZC1	JMKJZC	112.68852	22.3791	80						45		开平九洲城1								
JMKJZC2	JMKJZC	112.68852	22.3791	200						45		开平九洲城2								
JMKJZC3	JMKJZC	112.68852	22.3791	320						45		开平九洲城3								
JMKKPG1	JMKKPG	112.679222	22.370806	80						45		开平开平1								
JMKKPG2	JMKKPG	112.679222	22.370806	210						45		开平开平2								
JMKKPG3	JMKKPG	112.679222	22.370806	290						45		开平开平3								
JMKMCN1	JMKMCN	112.685535	22.386366	60						45		开平幕村1								
JMKMCN2	JMKMCN	112.685535	22.386366	180						45		开平幕村2								
JMKMCN3	JMKMCN	112.685535	22.386366	300						45		开平幕村3								
JMKMQG1	JMKMQG	112.629583	22.380528	50						45		开平民强1								
JMKMQG2	JMKMQG	112.629583	22.380528	160						45		开平民强2								
JMKMQG3	JMKMQG	112.629583	22.380528	320						45		开平民强3								
JMKMSL1	JMKMSL	112.68601	22.37508	20						45		开平幕沙路1								
JMKMSL2	JMKMSL	112.68601	22.37508	100						45		开平幕沙路2								
JMKMSL3	JMKMSL	112.68601	22.37508	280						45		开平幕沙路3								
JMKMSL8	JMKMSL	112.68601	22.37508	200						45		开平幕沙路8								
JMKNDJ1	JMKNDJ	112.67574	22.3751	210						45		南岛酒店1								
JMKNDJ2	JMKNDJ	112.67574	22.3751	290						45		南岛酒店2								
JMKQXT1	JMKQXT	112.65244	22.40507	129						45		开平气象台1								
JMKQXT2	JMKQXT	112.65244	22.40507	250						45		开平气象台2								
JMKQXT3	JMKQXT	112.65244	22.40507	340						45		开平气象台3								
JMKQXT8	JMKQXT	112.65244	22.40507	350						45		开平气象台8								
JMKQYL1	JMKQYL	112.670611	22.364333	70						45		开平侨园路1								
JMKQYL2	JMKQYL	112.670611	22.364333	220						45		开平侨园路2								
JMKQYL3	JMKQYL	112.670611	22.364333	340						45		开平侨园路3								
JMKRHX1	JMKRHX	112.689194	22.38175	80						45		开平人和西1								
JMKRHX2	JMKRHX	112.689194	22.38175	240						45		开平人和西2								
JMKRHX3	JMKRHX	112.689194	22.38175	340						45		开平人和西3								
JMKSFL9	JMKSFL	112.69322	22.38037	0						45		开平市府大楼9								
JMKSFZ1	JMKSFZ	112.709806	22.396667	50						45		开平收费站1								
JMKSFZ2	JMKSFZ	112.709806	22.396667	170						45		开平收费站2								
JMKSFZ3	JMKSFZ	112.709806	22.396667	280						45		开平收费站3								
JMKSFZ8	JMKSFZ	112.709806	22.396667	110						45		开平收费站8								
JMKSTA1	JMKSTA	112.62927	22.40248	30						45		开平升塘1								
JMKSTA2	JMKSTA	112.62927	22.40248	190						45		开平升塘2								
JMKSTA3	JMKSTA	112.62927	22.40248	310						45		开平升塘3								
