Cell	Site	Longitude	Latitude	Dir	Height	Tilt	Ground_Height	Cell_Type	Ant_Type	Ant_BW	Note	SiteName	Flag1	Flag2	Flag3	Flag4	Flag5	CI	BSC	Ant_size
JMJXXY9	JMJXXY9	113.060651	22.623991	0						45		江门现代信息服务园M9								
JMJGSA9	JMJGSA9	113.09599	22.62372	0						45		江门高沙9								
JMJDSA9	JMJDSA9	113.081707	22.580965	0						45		江门大厦（新港城）9								
JMJJHL9	JMJJHL9	113.1044	22.56361	0						45		江海区江海酒楼9								
JMJSDX9	JMJSDX9	113.07387	22.59108	0						45		江门市党校9								
JMJZXZ9	JMJZXZ9	113.06276	22.60687	0						45		中心血站9								
JMJLYN9	JMJLYN9	113.05171	22.58233	0						45		江门陵园9								
JMJYYE1	JMJYYE	113.08864	22.54702	30						45		江门永兴1								
JMJYYE2	JMJYYE	113.08864	22.54702	170						45		江门永兴2								
JMJYYE3	JMJYYE	113.08864	22.54702	270						45		江门永兴3								
JMJGYZ1	JMJGYZ	113.03942	22.67363	40						45		江门工业走廊1								
JMJGYZ2	JMJGYZ	113.03942	22.67363	180						45		江门工业走廊2								
JMJGYZ3	JMJGYZ	113.03942	22.67363	260						45		江门工业走廊3								
JDHSSE1	JDHSSE	112.99266	22.7631	35						45		鹤山上社D1								
JDHSSE2	JDHSSE	112.99266	22.7631	190						45		鹤山上社D2								
JDHSSE3	JDHSSE	112.99266	22.7631	295						45		鹤山上社D3								
JMJJHY9	JMJJHY9	113.10651	22.57481	0						45		江门江海花园M9								
JMJFLB9	JMJFLB9	113.082944	22.604998	0						45		江门丰乐宾馆M9								
JMJHLQ9	JMJHLQ9	113.0762	22.59208	0						45		江门华林证券M9								
JMJBHJ9	JMJBHJ9	113.05849	22.59018	0						45		江门博皇家居M9								
JMJBDD9	JMJBDD9	113.085413	22.595329	0						45		江门宝岛酒店M9								
JMJXHY9	JMJXHY9	113.06237	22.60957	0						45		江门市星河花园M9								
JMJWYY9	JMJWYY9	113.06632	22.62711	0						45		江门五邑豪苑M9								
JMJXTC9	JMJXTC9	113.094158	22.591293	0						45		江门新泰和广场M9								
JMJJYJ9	JMJJYJ9	113.06877	22.571267	0						45		江门市教育局9								
JMJPYN9	JMJPYN9	113.09189	22.5799	0						45		蓬苑桑拿9								
JMJTYQ9	JMJTYQ9	113.08103	22.5911501	0						45		江门体育馆二期9								
JMJFLG9	JMJFLG9	113.087273	22.578299	0						45		江门范罗岗花园M9								
JMJBLD9	JMJBLD9	113.1394	22.58053	0						45		江门奔力达电路板厂M9								
JMJJJY9	JMJJJY9	113.08529	22.615155	0						45		江门骏景花园M9								
JDJLLZ2	JDJLLZ	113.086	22.53055	150						45		江门礼乐中心D2								
JDJLLZ3	JDJLLZ	113.086	22.53055	350						45		江门礼乐中心D3								
JDKBJZ1	JDKBJZ	112.70201	22.37067	90						45		开平边检站D1								
JDKBJZ2	JDKBJZ	112.70201	22.37067	180						45		开平边检站D2								
JDKBJZ3	JDKBJZ	112.70201	22.37067	260						45		开平边检站D3								
JDKCSA1	JDKCSA	112.687756	22.36763	90						45		开平长沙D1								
JDKCSA2	JDKCSA	112.687756	22.36763	190						45		开平长沙D2								
JDKCSA3	JDKCSA	112.687756	22.36763	350						45		开平长沙D3								
JDKDDE1	JDKDDE	112.70006	22.36344	90						45		开平达德D1								
JDKDDE2	JDKDDE	112.70006	22.36344	180						45		开平达德D2								
JDKDDE3	JDKDDE	112.70006	22.36344	260						45		开平达德D3								
JDKDHE1	JDKDHE	112.685278	22.360278	40						45		开平东河D1								
JDKDHE2	JDKDHE	112.685278	22.360278	150						45		开平东河D2								
JDKDHE3	JDKDHE	112.685278	22.360278	250						45		开平东河D3								
JDKDJL1	JDKDJL	112.69211	22.36689	30						45		开平东郊路D1								
JDKDJL2	JDKDJL	112.69211	22.36689	170						45		开平东郊路D2								
JDKDJL3	JDKDJL	112.69211	22.36689	260						45		开平东郊路D3								
JDKDLC1	JDKDLC	112.71592	22.3783	20						45		开平涤纶厂D1								
JDKDLC2	JDKDLC	112.71592	22.3783	150						45		开平涤纶厂D2								
JDKDLC3	JDKDLC	112.71592	22.3783	270						45		开平涤纶厂D3								
JDKGAJ1	JDKGAJ	112.6895	22.356389	20						45		开平公安局D1								
JDKGAJ2	JDKGAJ	112.6895	22.356389	150						45		开平公安局D2								
JDKGAJ3	JDKGAJ	112.6895	22.35639	300						45		开平公安局D3								
JDKGML1	JDKGML	112.690278	22.374167	10						45		开平光明路D1								
JDKGML2	JDKGML	112.690278	22.374167	240						45		开平光明路D2								
JDKGML3	JDKGML	112.690278	22.374167	250						45		开平光明路D3								
JDKHQO1	JDKHQO	112.69306	22.36194	60						45		开平华侨D1								
JDKHQO2	JDKHQO	112.69306	22.36194	170						45		开平华侨D2								
JDKHQO3	JDKHQO	112.693056	22.361944	290						45		开平华侨D3								
JDKHSD1	JDKHSD	112.705049	22.378904	90						45		开平华仕达D1								
JDKHSD2	JDKHSD	112.705049	22.378904	260						45		开平华仕达D2								
JDKHSD3	JDKHSD	112.705049	22.378904	330						45		开平华仕达D3								
JDKJYJ1	JDKJYJ	112.6951	22.36839	110						45		开平教育局D1								
JDKJYJ2	JDKJYJ	112.6951	22.36839	180						45		开平教育局D2								
JDKJYJ3	JDKJYJ	112.6951	22.36839	60						45		开平教育局D3								
JDKJZG1	JDKJZG	112.69944	22.37055	60						45		金中广场D1								
JDKJZG2	JDKJZG	112.69944	22.37055	170						45		金中广场D2								
JDKJZG3	JDKJZG	112.696389	22.3725	290						45		金中广场D3								
JDKKHL1	JDKKHL	112.68341	22.36991	60						45		开平开华路D1								
JDKKHL2	JDKKHL	112.68341	22.36991	180						45		开平开华路D2								
JDKKHL3	JDKKHL	112.68341	22.36991	270						45		开平开华路D3								
JDKLCH1	JDKLCH	112.718889	22.356972	0						45		开平簕冲D1								
JDKLCH2	JDKLCH	112.718889	22.356972	180						45		开平簕冲D2								
JDKLCH3	JDKLCH	112.718889	22.356972	330						45		开平簕冲D3								
JDKNJI1	JDKNJI	112.68337	22.37155	60						45		开平农机D1								
JDKNJI2	JDKNJI	112.68337	22.37155	160						45		开平农机D2								
JDKNJI3	JDKNJI	112.68337	22.37155	330						45		开平农机D3								
JDKQCZ1	JDKQCZ	112.685833	22.368333	0						45		开平市汽车总站D1								
JDKQCZ2	JDKQCZ	112.685833	22.368333	150						45		开平市汽车总站D2								
JDKQCZ3	JDKQCZ	112.685833	22.368333	250						45		开平市汽车总站D3								
JDKSGL1	JDKSGL	112.697593	22.376365	290						45		开平曙光路D1								
JDKSGL2	JDKSGL	112.697593	22.376365	10						45		开平曙光路D2								
JDKSGL3	JDKSGL	112.697593	22.376365	210						45		开平曙光路D3								
JDKWGN1	JDKWGN	112.70653	22.36099	75						45		开平万冠D1								
JDKWGN2	JDKWGN	112.70653	22.36099	230						45		开平万冠D2								
JDKWGN3	JDKWGN	112.70653	22.36099	300						45		开平万冠D3								
JDKWMC1	JDKWMC	112.709722	22.374722	30						45		开平外贸厂D1								
JDKWMC2	JDKWMC	112.709722	22.374722	170						45		开平外贸厂D2								
JDKWMC3	JDKWMC	112.709722	22.374722	270						45		开平外贸厂D3								
JDKXCG1	JDKXCG	112.69528	22.35361	60						45		开平新昌D1								
JDKXCG2	JDKXCG	112.6953	22.35342	240						45		开平新昌D2								
JDKXCG3	JDKXCG	112.69528	22.35361	320						45		开平新昌D3								
JDKXDL1	JDKXDL	112.6775	22.361111	70						45		开平祥荻路D1								
JDKXDL2	JDKXDL	112.6775	22.361111	170						45		开平祥荻路D2								
JDKXDL3	JDKXDL	112.6775	22.361111	280						45		开平祥荻路D3								
JDKXGL1	JDKXGL	112.7087	22.38252	90						45		开平新港路D1								
JDKXGL2	JDKXGL	112.7087	22.38252	180						45		开平新港路D2								
JDKXGL3	JDKXGL	112.7087	22.38252	280						45		开平新港路D3								
JDKXLY1	JDKXLY	112.67325	22.36078	40						45		开平祥龙公园D1								
JDKXLY2	JDKXLY	112.67325	22.36078	180						45		开平祥龙公园D2								
JDKXLY3	JDKXLY	112.67325	22.36078	320						45		开平祥龙公园D3								
JDKXSY1	JDKXSY	112.68755	22.37134	70						45		开平新声雅D1								
JDKXSY2	JDKXSY	112.68755	22.37134	220						45		开平新声雅D2								
JDKXSY3	JDKXSY	112.68755	22.37134	350						45		开平新声雅D3								
JDKYHC1	JDKYHC	112.70282	22.37677	60						45		开平银海市场D1								
JDKYHC2	JDKYHC	112.70282	22.37677	180						45		开平银海市场D2								
JDKYHC3	JDKYHC	112.70282	22.37677	290						45		开平银海市场D3								
JDKZHE1	JDKZHE	112.68093	22.35179	10						45		开平中和路D1								
JDKZHE2	JDKZHE	112.68093	22.35179	140						45		开平中和路D2								
JDKZHE3	JDKZHE	112.68093	22.35179	230						45		开平中和路D3								
JMJLLZ1	JMJLLZ	113.085833	22.530556	90						45		江门礼乐中心1								
JMJLLZ2	JMJLLZ	113.085833	22.530556	200						45		江门礼乐中心2								
JMJLLZ3	JMJLLZ	113.085833	22.530556	290						45		江门礼乐中心3								
JMJXBL1	JMJXBL	113.17072	22.54806	40						45		江门信义玻璃1								
JMJXBL2	JMJXBL	113.17072	22.54806	180						45		江门信义玻璃2								
JMJXBL3	JMJXBL	113.17072	22.54806	320						45		江门信义玻璃3								
JMJYNC1	JMJYNC	113.0905	22.51946	30						45		江门英南村1								
JMJYNC2	JMJYNC	113.0905	22.51946	150						45		江门英南村2								
JMJYNC3	JMJYNC	113.0905	22.51946	290						45		江门英南村3								
JMJYNC8	JMJYNC	113.0905	22.51946	330						45		江门英南村8								
JMJZDG1	JMJZDG	113.16804	22.54153	80						45		江门中东1								
JMJZDG2	JMJZDG	113.16804	22.54153	200						45		江门中东2								
JMJZDG3	JMJZDG	113.16804	22.54153	310						45		江门中东3								
JMJZDG9	JMJZDG	113.16804	22.54153							45		江门中东9								
JMKBDJ9	JMKBDJ	112.683611	22.363611	0						45		开平半岛酒店M9								
JMKBJY1	JMKBJY	112.675528	22.356694	15						45		开平保健院1								
JMKBJY2	JMKBJY	112.675528	22.356694	130						45		开平保健院2								
JMKBJY3	JMKBJY	112.675528	22.356694	260						45		开平保健院3								
JMKBJZ1	JMKBJZ	112.70201	22.37067	80						45		开平边检站1								
JMKBJZ2	JMKBJZ	112.70201	22.37067	260						45		开平边检站2								
JMKBJZ3	JMKBJZ	112.70201	22.37067	350						45		开平边检站3								
JMKCSA1	JMKCSA	112.687756	22.36763	70						45		开平长沙1								
JMKCSA2	JMKCSA	112.687756	22.36763	179						45		开平长沙2								
JMKCSA3	JMKCSA	112.687756	22.36763	285						45		开平长沙3								
JMKDDE1	JMKDDE	112.70006	22.36344	90						45		开平达德1								
JMKDDE2	JMKDDE	112.70006	22.36344	180						45		开平达德2								
JMKDDE3	JMKDDE	112.70006	22.36344	350						45		开平达德3								
JMKDHE1	JMKDHE	112.685278	22.360278	40						45		开平东河1								
JMKDHE2	JMKDHE	112.685278	22.360278	140						45		开平东河2								
JMKDHE3	JMKDHE	112.685278	22.360278	250						45		开平东河3								
JMKDHI1	JMKDHI	112.684722	22.354167	70						45		开平荻海1								
JMKDHI2	JMKDHI	112.684722	22.354167	210						45		开平荻海2								
JMKDHI3	JMKDHI	112.684722	22.354167	310						45		开平荻海3								
JMKDJL1	JMKDJL	112.69224	22.36679	90						45		开平东郊路1								
JMKDJL2	JMKDJL	112.69224	22.36679	220						45		开平东郊路2								
JMKDJL3	JMKDJL	112.69224	22.36679	340						45		开平东郊路3								
JMKDLC1	JMKDLC	112.71592	22.3783	20						45		开平涤纶厂1								
JMKDLC2	JMKDLC	112.71592	22.3783	150						45		开平涤纶厂2								
JMKDLC3	JMKDLC	112.71592	22.3783	270						45		开平涤纶厂3								
JMKDSJ1	JMKDSJ	112.69918	22.37939	90						45		开平大世界1								
JMKDSJ2	JMKDSJ	112.69918	22.37939	150						45		开平大世界2								
JMKDSJ3	JMKDSJ	112.69918	22.37939	210						45		开平大世界3								
JMKFZM1	JMKFZM	112.70314	22.38311	70						45		开平纺织基地1								
JMKFZM2	JMKFZM	112.70314	22.38311	190						45		开平纺织基地2								
JMKFZM3	JMKFZM	112.70314	22.38311	290						45		开平纺织基地3								
JMKGAJ1	JMKGAJ	112.6895	22.356389	100						45		开平公安局1								
JMKGAJ2	JMKGAJ	112.6895	22.356389	200						45		开平公安局2								
JMKGAJ3	JMKGAJ	112.6895	22.356389	300						45		开平公安局3								
JMKGFZ9	JMKGFZ	112.68753	22.37141	0						45		开平广发证券M9								
JMKGML1	JMKGML	112.68994	22.37381	10						45		开平光明路1								
JMKGML2	JMKGML	112.68994	22.37381	140						45		开平光明路2								
JMKGML3	JMKGML	112.68994	22.37381	250						45		开平光明路3								
JMKHQO1	JMKHQO	112.693056	22.361944	60						45		开平华侨1								
JMKHQO2	JMKHQO	112.693056	22.361944	170						45		开平华侨2								
JMKHQO3	JMKHQO	112.693056	22.361944	290						45		开平华侨3								
JMKHSD1	JMKHSD	112.705049	22.378904	30						45		开平华仕达1								
JMKHSD2	JMKHSD	112.705049	22.378904	170						45		开平华仕达2								
JMKHSD3	JMKHSD	112.705049	22.378904	250						45		开平华仕达3								
JMKJLN1	JMKJLN	112.68979	22.37004	100						45		开平建联1								
JMKJLN2	JMKJLN	112.68979	22.37004	250						45		开平建联2								
JMKJLN3	JMKJLN	112.68979	22.37004	340						45		开平建联3								
JMKJRJ1	JMKJRJ	112.71817	22.37632	0						45		开平假日酒店1								
JMKJRJ2	JMKJRJ	112.71817	22.37632	0						45		开平假日酒店2								
JMKJYJ1	JMKJYJ	112.6951	22.36839	270						45		开平教育局1								
JMKJYJ2	JMKJYJ	112.6951	22.36839	340						45		开平教育局2								
JMKJYJ3	JMKJYJ	112.6951	22.36839	60						45		开平教育局3								
JMKJZG1	JMKJZG	112.69619	22.3728	170						45		开平金中广场1								
JMKJZG2	JMKJZG	112.69619	22.3728	250						45		开平金中广场2								
JMKJZG3	JMKJZG	112.69619	22.3728	290						45		开平金中广场3								
JMKKHL1	JMKKHL	112.68341	22.36991	30						45		开平开华路1								
JMKKHL2	JMKKHL	112.68341	22.36991	150						45		开平开华路2								
JMKKHL3	JMKKHL	112.68341	22.36991	270						45		开平开华路3								
JMKKPD9	JMKKPD	112.68879	22.36638	0						45		开平大厦9								
JMKKXM9	JMKKXM	112.69367	22.37488	0						45		开平凯旋门大酒店9								
JMKLCH1	JMKLCH	112.718889	22.356972	80						45		开平簕冲1								
JMKLCH2	JMKLCH	112.718889	22.356972	120						45		开平簕冲2								
JMKLCH3	JMKLCH	112.718889	22.356972	240						45		开平簕冲3								
JMKNJI1	JMKNJI	112.683762	22.371825	40						45		开平农机1								
JMKNJI2	JMKNJI	112.683762	22.371825	180						45		开平农机2								
JMKNJI3	JMKNJI	112.683762	22.371825	330						45		开平农机3								
JMKPFG1	JMKPFG	112.7139	22.37396	60						45		开平平丰1								
JMKPFG2	JMKPFG	112.7139	22.37396	240						45		开平平丰2								
JMKPFG3	JMKPFG	112.7139	22.37396	330						45		开平平丰3								
JMKQCZ1	JMKQCZ	112.68526	22.36888	50						45		开平汽车站1								
JMKQCZ2	JMKQCZ	112.68526	22.36888	180						45		开平汽车站2								
JMKQCZ3	JMKQCZ	112.68526	22.36888	310						45		开平汽车站3								
JMKSGL1	JMKSGL	112.697593	22.376365	80						45		开平曙光路1								
JMKSGL2	JMKSGL	112.697593	22.376365	150						45		开平曙光路2								
JMKSGL3	JMKSGL	112.697593	22.376365	290						45		开平曙光路3								
JMKTYG1	JMKTYG	112.671389	22.357222	90						45		开平体育馆1								
JMKTYG2	JMKTYG	112.671389	22.357222	220						45		开平体育馆2								
JMKTYG3	JMKTYG	112.671389	22.357222	340						45		开平体育馆3								
JMKTYG4	JMKTYG	112.671389	22.357222	120						45		开平体育馆4								
JMKWGN1	JMKWGN	112.70653	22.36099	75						45		开平万冠1								
JMKWGN2	JMKWGN	112.70653	22.36099	230						45		开平万冠2								
JMKWGN3	JMKWGN	112.70653	22.36099	300						45		开平万冠3								
JMKWMC1	JMKWMC	112.70921	22.37466	120						45		开平外贸厂1								
JMKWMC2	JMKWMC	112.70921	22.37466	200						45		开平外贸厂2								
JMKWMC3	JMKWMC	112.70921	22.37466	320						45		开平外贸厂3								
JMKXCC1	JMKXCC	112.69348	22.35804	30						45		开平新昌市场1								
JMKXCC2	JMKXCC	112.69348	22.35804	120						45		开平新昌市场2								
JMKXCC3	JMKXCC	112.69348	22.35804	210						45		开平新昌市场3								
JMKXCC8	JMKXCC	112.69348	22.35804	300						45		开平新昌市场8								
JMKXCG1	JMKXCG	112.6953	22.35342	60						45		开平新昌1								
JMKXCG2	JMKXCG	112.6953	22.35342	160						45		开平新昌2								
JMKXCG3	JMKXCG	112.6953	22.35342	320						45		开平新昌3								
JMKXCY1	JMKXCY	112.689904	22.360043	30						45		开平新昌公园1								
JMKXCY2	JMKXCY	112.689904	22.360043	140						45		开平新昌公园2								
JMKXCY3	JMKXCY	112.689904	22.360043	250						45		开平新昌公园3								
JMKXCZ1	JMKXCZ	112.6975	22.359167	20						45		开平新昌中路1								
JMKXCZ2	JMKXCZ	112.6975	22.359167	120						45		开平新昌中路2								
JMKXCZ3	JMKXCZ	112.6975	22.359167	270						45		开平新昌中路3								
JMKXDL1	JMKXDL	112.6775	22.361111	70						45		开平祥荻路1								
JMKXDL2	JMKXDL	112.6775	22.361111	170						45		开平祥荻路2								
JMKXDL3	JMKXDL	112.6775	22.361111	310						45		开平祥荻路3								
JMKXGL1	JMKXGL	112.7087	22.38252	40						45		开平新港路1								
JMKXGL2	JMKXGL	112.7087	22.38252	180						45		开平新港路2								
JMKXGL3	JMKXGL	112.7087	22.38252	330						45		开平新港路3								
JMKXGL8	JMKXGL	112.7087	22.38252	105						45		开平新港路8								
JMKXLY1	JMKXLY	112.67325	22.36078	80						45		开平祥龙公园1								
JMKXLY2	JMKXLY	112.67325	22.36078	180						45		开平祥龙公园2								
JMKXLY3	JMKXLY	112.67325	22.36078	330						45		开平祥龙公园3								
JMKXSY1	JMKXSY	112.687778	22.371389	10						45		开平新声雅1								
JMKXSY2	JMKXSY	112.687778	22.371389	180						45		开平新声雅2								
JMKXSY3	JMKXSY	112.687778	22.371389	300						45		开平新声雅3								
JMKYHC1	JMKYHC	112.70282	22.37677	60						45		开平银海市场1								
JMKYHC2	JMKYHC	112.70282	22.37677	180						45		开平银海市场2								
JMKYHC3	JMKYHC	112.70282	22.37677	290						45		开平银海市场3								
JMKZHE1	JMKZHE	112.68093	22.35179	10						45		开平中和路1								
JMKZHE2	JMKZHE	112.68093	22.35179	140						45		开平中和路2								
JMKZHE3	JMKZHE	112.68093	22.35179	230						45		开平中和路3								
JMKZSC1	JMKZSC	112.703611	22.361667	130						45		开平中山城1								
JMKZSC2	JMKZSC	112.703611	22.361667	250						45		开平中山城2								
JMKZSC3	JMKZSC	112.703611	22.361667	350						45		开平中山城3								
JDTBKG1	JDTBKG	112.78111	22.30388	10						45		台山北坑D1								
JDTBKG2	JDTBKG	112.78111	22.30388	100						45		台山北坑D2								
JDTBKG3	JDTBKG	112.78111	22.30388	0						45		台山北坑D3								
JDTCLU1	JDTCLU	112.803333	22.130556	40						45		台山冲蒌D1								
JDTCLU2	JDTCLU	112.803333	22.130556	120						45		台山冲蒌D2								
JDTLDI1	JDTLDI	112.803	22.25026	80						45		台山利迪D1								
JDTLDI2	JDTLDI	112.803	22.25026	220						45		台山利迪D2								
JDTLDI3	JDTLDI	112.803	22.25026	330						45		台山利迪D3								
JDTNKL1	JDTNKL	112.81325	22.25014	60						45		台山农科楼D1								
JDTNKL2	JDTNKL	112.81325	22.25014	150						45		台山农科楼D2								
JDTNKL3	JDTNKL	112.81325	22.25014	290						45		台山农科楼D3								
JDTSBE3	JDTSBE	112.796139	22.341667	260						45		台山水步二D3								
JDTSBU1	JDTSBU	112.79091	22.3334	50						45		台山水步D1								
JDTSHS1	JDTSHS	112.80311	22.2697	50						45		台山石花山D1								
JDTSHS2	JDTSHS	112.80311	22.2697	140						45		台山石花山D2								
JDTSJU1	JDTSJU	112.851944	22.2175	60						45		台山四九D1								
JDTSJU2	JDTSJU	112.851944	22.2175	180						45		台山四九D2								
JDTXHU1	JDTXHU	112.82194	22.24138	20						45		台山西湖D1								
JDTXHU2	JDTXHU	112.82194	22.24138	140						45		台山西湖D2								
JDTZHL1	JDTZHL	112.817237	22.25	20						45		台山综合楼D1								
JDTZHL2	JDTZHL	112.817237	22.25	160						45		台山综合楼D2								
JDTZHL3	JDTZHL	112.817237	22.25	240						45		台山综合楼D3								
JDXNWN3	JDXNWN	112.843077	22.437103	310						45		新会牛湾D3								
JMTBFS1	JMTBFS	112.947296	22.255275	180						45		台山北峰山1								
JMTBFS2	JMTBFS	112.947296	22.255275	320						45		台山北峰山2								
JMTBFS3	JMTBFS	112.947296	22.255275	300						45		台山北峰山3								
JMTBKG1	JMTBKG	112.781111	22.303889	10						45		台山北坑1								
JMTBKG2	JMTBKG	112.781111	22.303889	100						45		台山北坑2								
JMTBKG3	JMTBKG	112.781111	22.303889	210						45		台山北坑3								
JMTBTN1	JMTBTN	112.867028	22.209167	10						45		台山板潭1								
JMTBTN2	JMTBTN	112.867028	22.209167	140						45		台山板潭2								
JMTBTN3	JMTBTN	112.867028	22.209167	260						45		台山板潭3								
JMTBXG1	JMTBXG	112.764167	22.356389	0						45		台山宝兴1								
JMTBXG2	JMTBXG	112.764167	22.356389	100						45		台山宝兴2								
JMTBXG3	JMTBXG	112.764167	22.356389	200						45		台山宝兴3								
JMTCBN1	JMTCBN	112.802694	22.358444	60						45		台山陈边1								
JMTCBN2	JMTCBN	112.802694	22.358444	220						45		台山陈边2								
JMTCBN3	JMTCBN	112.802694	22.358444	340						45		台山陈边3								
JMTCBN8	JMTCBN	112.802694	22.358444	280						45		台山陈边8								
JMTCHI1	JMTCHI	112.81981	22.21979	30						45		台山缠溪1								
JMTCHI2	JMTCHI	112.81981	22.21979	180						45		台山缠溪2								
JMTCHI3	JMTCHI	112.81981	22.21979	320						45		台山缠溪3								
JMTCLT1	JMTCLT	112.828056	22.154472	30						45		台山冲蒌伞堂1								
JMTCLT2	JMTCLT	112.828056	22.154472	180						45		台山冲蒌伞堂2								
JMTCLT3	JMTCLT	112.828056	22.154472	270						45		台山冲蒌伞堂3								
JMTCLU1	JMTCLU	112.803333	22.130556	40						45		台山冲蒌1								
JMTCLU2	JMTCLU	112.803333	22.130556	120						45		台山冲蒌2								
JMTCLU3	JMTCLU	112.803333	22.130556	220						45		台山冲蒌3								
JMTCYG1	JMTCYG	112.830833	22.113889	90						45		台山朝阳1								
JMTCYG2	JMTCYG	112.830833	22.113889	150						45		台山朝阳2								
JMTCYG3	JMTCYG	112.830833	22.113889	350						45		台山朝阳3								
JMTCYG8	JMTCYG	112.830833	22.113889	250						45		台山朝阳8								
JMTDGG6	JMTDGG	112.74972	22.37032	80/200/350						45		台山独岗6								
JMTDHG1	JMTDHG	112.824722	22.270278	70						45		台山大亨1								
JMTDHG2	JMTDHG	112.824722	22.270278	210						45		台山大亨2								
JMTDHG3	JMTDHG	112.824722	22.270278	340						45		台山大亨3								
JMTDJG1	JMTDJG	112.8051	22.370833	70						45		台山大江1								
JMTDJG2	JMTDJG	112.8051	22.370833	240						45		台山大江2								
JMTDJG3	JMTDJG	112.8051	22.370833	320						45		台山大江3								
JMTDLA1	JMTDLA	112.7843	22.3752	40						45		台山来安1								
JMTDLA2	JMTDLA	112.7843	22.3752	180						45		台山来安2								
JMTDLA3	JMTDLA	112.7843	22.3752	300						45		台山来安3								
JMTDTG1	JMTDTG	112.84706	22.19381	20						45		台山四九大塘1								
JMTDTG2	JMTDTG	112.84706	22.19381	130						45		台山四九大塘2								
JMTDTG3	JMTDTG	112.84706	22.19381	260						45		台山四九大塘3								
JMTDTO1	JMTDTO	112.772222	22.418611	25						45		台山东头1								
JMTDTO2	JMTDTO	112.772222	22.418611	160						45		台山东头2								
JMTDTO3	JMTDTO	112.772222	22.418611	310						45		台山东头3								
JMTDTU1	JMTDTU	112.779167	22.399444	80						45		台山渡头1								
JMTDTU2	JMTDTU	112.779167	22.399444	275						45		台山渡头2								
JMTDTU3	JMTDTU	112.779167	22.399444	340						45		台山渡头3								
JMTFHG1	JMTFHG	112.8103	22.31318	60						45		台山富华重工1								
JMTFHG2	JMTFHG	112.8103	22.31318	210						45		台山富华重工2								
JMTFHG3	JMTFHG	112.8103	22.31318	300						45		台山富华重工3								
JMTGDJ1	JMTGDJ	112.809115	22.25272	50						45		台山广大家私1								
JMTGDJ2	JMTGDJ	112.809115	22.25272	210						45		台山广大家私2								
JMTGDJ3	JMTGDJ	112.809115	22.25272	300						45		台山广大家私3								
JMTGDL9	JMTGDL	112.918611	22.230556	170/250/340						45		台山古兜林场M9								
JMTGDS1	JMTGDS	112.918611	22.230556	10/170/280						45		台山古兜山1								
JMTGDS2	JMTGDS	112.918611	22.230556	100						45		台山古兜山2								
JMTGTN1	JMTGTN	112.76703	22.33503	0						45		台山灌田1								
JMTGTN2	JMTGTN	112.76703	22.33503	180						45		台山灌田2								
JMTGTN3	JMTGTN	112.76703	22.33503	250						45		台山灌田3								
JMTGYI1	JMTGYI	112.767778	22.434722	75						45		台山公益1								
JMTGYI2	JMTGYI	112.767778	22.434722	190						45		台山公益2								
JMTGYI3	JMTGYI	112.767778	22.434722	340						45		台山公益3								
JMTGYI8	JMTGYI	112.76525	22.440583	270						45		台山公益8								
JMTGYX1	JMTGYX	112.76525	22.440583	90						45		台山公益旧圩1								
JMTGYX2	JMTGYX	112.76525	22.440583	170						45		台山公益旧圩2								
JMTGYX3	JMTGYX	112.76525	22.440583	270						45		台山公益旧圩3								
JMTGYY1	JMTGYY	112.794444	22.297222	60						45		台山城北工业园1								
JMTGYY2	JMTGYY	112.794444	22.297222	160						45		台山城北工业园2								
JMTGYY3	JMTGYY	112.794444	22.297222	270						45		台山城北工业园3								
JMTHLG1	JMTHLG	112.815	22.14721	20						45		台山红岭1								
JMTHLG2	JMTHLG	112.815	22.14721	130						45		台山红岭2								
JMTHLG3	JMTHLG	112.815	22.14721	270						45		台山红岭3								
JMTJGG1	JMTJGG	112.828056	22.328056	60						45		台山井岗1								
JMTJGG2	JMTJGG	112.828056	22.328056	200						45		台山井岗2								
JMTJGG3	JMTJGG	112.828056	22.328056	350						45		台山井岗3								
JMTLAO1	JMTLAO	112.8175	22.3751	10						45		台山里坳1								
JMTLAO2	JMTLAO	112.8175	22.3751	200						45		台山里坳2								
JMTLAO3	JMTLAO	112.8175	22.3751	310						45		台山里坳3								
JMTLDI1	JMTLDI	112.803	22.25026	80						45		台山利迪1								
JMTLDI2	JMTLDI	112.803	22.25026	210						45		台山利迪2								
JMTLDI3	JMTLDI	112.803	22.25026	340						45		台山利迪3								
JMTLXI1	JMTLXI	112.831463	22.251452	0						45		台山凌溪1								
JMTLXI2	JMTLXI	112.831463	22.251452	150						45		台山凌溪2								
JMTLXI3	JMTLXI	112.831463	22.251452	300						45		台山凌溪3								
JMTLZT1	JMTLZT	112.75856	22.38893	0						45		台山荔枝塘1								
JMTLZT2	JMTLZT	112.75856	22.38893	180						45		台山荔枝塘2								
JMTLZT3	JMTLZT	112.75856	22.38893	250						45		台山荔枝塘3								
JMTMXG1	JMTMXG	112.808056	22.423889	60						45		台山麦巷1								
JMTMXG2	JMTMXG	112.808056	22.423889	180						45		台山麦巷2								
JMTMXG3	JMTMXG	112.808056	22.423889	300						45		台山麦巷3								
JMTNKG1	JMTNKG	112.815833	22.2901	60						45		台山南坑1								
JMTNKG2	JMTNKG	112.815833	22.2901	160						45		台山南坑2								
JMTNKG3	JMTNKG	112.815833	22.2901	310						45		台山南坑3								
