MSC	BSC	CELL	bts	lac	ci	BCCH	BSIC	Cell_name	bts_name	longitude	latitude	dir	height	tilt	ground_height	ant_bw	ant_size	band	tch	载波数
GZS20V	JMSM4B1	JMXYJG3	JMXYJG	10063	23653	35	24	新会沿江3	新会沿江3	112.877222	22.518611	340	0	2	0				51	8
GZS20V	JMSM4B1	JMXYQI1	JMXYQI	10063	20061	50	75	新会姚旗1	新会姚旗1	112.8859	22.50874	40	0	6	0				28	4
GZS20V	JMSM4B1	JMXYQI2	JMXYQI	10063	20062	40	51	新会姚旗2	新会姚旗2	112.8859	22.50874	180	0	6	0				28	4
GZS20V	JMSM4B1	JMXYQI3	JMXYQI	10063	20063	45	21	新会姚旗3	新会姚旗3	112.8859	22.50874	260	0	6	0				29	4
GZS20V	JMSM4B1	JMXZCN1	JMXZCN	10063	23631	44	60	新会张村1	新会张村1	112.88721	22.54079	70	0	4	0				29	4
GZS20V	JMSM4B1	JMXZCN2	JMXZCN	10063	23632	54	74	新会张村2	新会张村2	112.88721	22.54079	170	0	6	0				39	6
GZS20V	JMSM4B1	JMXZCN3	JMXZCN	10063	23633	49	26	新会张村3	新会张村3	112.88721	22.54079	320	0	2	0				28	4
GZS20V	JMSM4B2	JDHBCG1	JDHBCG	10064	35251	527	14	鹤山饼厂D1	鹤山饼厂D1	112.962859	22.76627	30	0	6	0				44	6
GZS20V	JMSM4B2	JDHBCG2	JDHBCG	10064	35252	512	73	鹤山饼厂D2	鹤山饼厂D2	112.963656	22.766389	160	0	4	0				26	4
GZS20V	JMSM4B2	JDHBCG3	JDHBCG	10064	35253	517	72	鹤山饼厂D3	鹤山饼厂D3	112.962859	22.76627	270	0	4	0				28	4
GZS20V	JMSM4B2	JDHBDG1	JDHBDG	10064	30251	530	37	鹤山必登高D1	鹤山必登高D1	112.941773	22.755856	60	0	6	0				74	10
GZS20V	JMSM4B2	JDHBDG3	JDHBDG	10064	30253	536	52	鹤山必登高D3	鹤山必登高D3	112.941773	22.755856	230	0	6	0				56	8
GZS20V	JMSM4B2	JDHBDG8	JDHBDG	10064	30258	518	45	鹤山必登高D8	鹤山必登高D8	112.941773	22.755856	340	0	6	0				56	8
GZS20V	JMSM4B2	JDHDFU1	JDHDFU	10064	30201	536	37	鹤山大富D1	鹤山大富D1	112.95578	22.7787	120	0	6	0				59	8
GZS20V	JMSM4B2	JDHDFU2	JDHDFU	10064	30202	526	56	鹤山大富D2	鹤山大富D2	112.95578	22.7787	220	0	6	0				40	6
GZS20V	JMSM4B2	JDHDFU3	JDHDFU	10064	30203	514	72	鹤山大富D3	鹤山大富D3	112.95578	22.7787	320	0	6	0				49	7
GZS20V	JMSM4B2	JDHDXO1	JDHDXO	10064	30041	514	43	鹤山党校D1	鹤山党校D1	112.96769	22.77322	10	0	6	0				57	8
GZS20V	JMSM4B2	JDHDXO2	JDHDXO	10064	30042	512	31	鹤山党校D2	鹤山党校D2	112.96769	22.77322	90	0	6	0				28	4
GZS20V	JMSM4B2	JDHDXO3	JDHDXO	10064	30043	518	35	鹤山党校D3	鹤山党校D3	112.96769	22.77322	190	0	6	0				28	4
GZS20V	JMSM4B2	JDHDXO8	JDHDXO	10064	30048	521	36	鹤山党校D8	鹤山党校D8	112.96769	22.77322	290	0	6	0				28	4
GZS20V	JMSM4B2	JDHFZC1	JDHFZC	10064	30021	536	14	鹤山纺织厂D1	鹤山纺织厂D1	112.951222	22.767056	90	0	10	0				44	6
GZS20V	JMSM4B2	JDHFZC2	JDHFZC	10064	30022	533	64	鹤山纺织厂D2	鹤山纺织厂D2	112.951222	22.767056	200	0	4	0				29	4
GZS20V	JMSM4B2	JDHFZC3	JDHFZC	10064	30023	530	11	鹤山纺织厂D3	鹤山纺织厂D3	112.951222	22.767056	300	0	6	0				30	4
GZS20V	JMSM4B2	JDHGGM1	JDHGGM	10064	30071	524	41	鹤山光明D1	鹤山光明D1	112.955329	22.751036	140	0	4	0				28	4
GZS20V	JMSM4B2	JDHGGM2	JDHGGM	10064	30072	513	70	鹤山光明D2	鹤山光明D2	112.955329	22.751036	230	0	4	0				28	4
GZS20V	JMSM4B2	JDHGGM3	JDHGGM	10064	30073	528	50	鹤山光明D3	鹤山光明D3	112.955329	22.751036	310	0	4	0				28	4
GZS20V	JMSM4B2	JDHHSB1	JDHHSB	10064	30051	518	62	鹤山北D1	鹤山北D1	112.96111	22.77639	10	0	6	0				28	4
GZS20V	JMSM4B2	JDHHSB2	JDHHSB	10064	30052	520	36	鹤山北D2	鹤山北D2	112.96111	22.77639	110	0	6	0				29	4
GZS20V	JMSM4B2	JDHHSB3	JDHHSB	10064	30053	522	37	鹤山北D3	鹤山北D3	112.96111	22.77639	210	0	6	0				28	4
GZS20V	JMSM4B2	JDHHSN1	JDHHSN	10064	30151	523	54	鹤山D1	鹤山D1	112.95747	22.76592	30	0	10	0				70	10
GZS20V	JMSM4B2	JDHHSN2	JDHHSN	10064	30152	531	70	鹤山D2	鹤山D2	112.95747	22.76592	135	0	12	0				42	6
GZS20V	JMSM4B2	JDHHSN3	JDHHSN	10064	30153	513	14	鹤山D3	鹤山D3	112.95747	22.76592	275	0	12	0				85	12
GZS20V	JMSM4B2	JDHHSN8	JDHHSN	10064	30158	525	14	鹤山D8	鹤山D8	112.95747	22.76592	205	0	12	0				55	8
GZS20V	JMSM4B2	JDHJHG1	JDHJHG	10064	30221	512	64	鹤山建行D1	鹤山建行D1	112.959983	22.772172	30	0	15	0				44	6
GZS20V	JMSM4B2	JDHJHG2	JDHJHG	10064	30222	514	46	鹤山建行D2	鹤山建行D2	112.959983	22.772172	180	0	15	0				57	8
GZS20V	JMSM4B2	JDHJHG3	JDHJHG	10064	30223	531	57	鹤山建行D3	鹤山建行D3	112.959983	22.772172	300	0	15	0				55	8
GZS20V	JMSM4B2	JDHLCG1	JDHLCG	10064	30341	535	17	鹤山楼冲D1	鹤山楼冲D1	112.98967	22.78578	0	0	6	0				27	4
GZS20V	JMSM4B2	JDHLCG2	JDHLCG	10064	65402	517	43	鹤山楼冲D2	鹤山楼冲D2	112.98967	22.78578	110	0	6	0				56	8
GZS20V	JMSM4B2	JDHLCG3	JDHLCG	10064	30343	520	27	鹤山楼冲D3	鹤山楼冲D3	112.98967	22.78578	250	0	6	0				27	4
GZS20V	JMSM4B2	JDHNHG1	JDHNHG	10064	30261	529	56	鹤山农业银行D1	鹤山农业银行D1	112.96344	22.77338	190	0	6	0				43	6
GZS20V	JMSM4B2	JDHNHG2	JDHNHG	10064	30262	517	75	鹤山农业银行D2	鹤山农业银行D2	112.96344	22.77338	340	0	10	0				43	6
GZS20V	JMSM4B2	JDHNHG3	JDHNHG	10064	30263	533	30	鹤山农业银行D3	鹤山农业银行D3	112.96344	22.77338	60	0	6	0				52	7
GZS20V	JMSM4B2	JDHRMX1	JDHRMX	10064	30241	527	50	鹤山人民西D1	鹤山人民西D1	112.94701	22.76431	120	0	6	0				44	6
GZS20V	JMSM4B2	JDHRMX2	JDHRMX	10064	30242	521	66	鹤山人民西D2	鹤山人民西D2	112.94701	22.76431	220	0	6	0				59	8
GZS20V	JMSM4B2	JDHRMX3	JDHRMX	10064	30243	523	46	鹤山人民西D3	鹤山人民西D3	112.94701	22.76431	320	0	6	0				28	4
GZS20V	JMSM4B2	JDHSHF1	JDHSHF	10064	35241	521	71	鹤山杉甫D1	鹤山杉甫D1	112.94961	22.77473	60	0	8	0				41	6
GZS20V	JMSM4B2	JDHSHF2	JDHSHF	10064	35242	517	74	鹤山杉甫D2	鹤山杉甫D2	112.94961	22.77473	200	0	8	0				44	6
GZS20V	JMSM4B2	JDHSHF3	JDHSHF	10064	35243	512	65	鹤山杉甫D3	鹤山杉甫D3	112.94961	22.77473	310	0	6	0				43	6
GZS20V	JMSM4B2	JDHSHU1	JDHSHU	10064	30081	528	25	鹤山石湖D1	鹤山石湖D1	112.97659	22.75416	70	0	8	0				0	0
GZS20V	JMSM4B2	JDHSHU2	JDHSHU	10064	30082	518	14	鹤山石湖D2	鹤山石湖D2	112.97659	22.75416	150	0	8	0				43	6
GZS20V	JMSM4B2	JDHSHU3	JDHSHU	10064	30083	514	55	鹤山石湖D3	鹤山石湖D3	112.97659	22.75416	300	0	8	0				43	6
GZS20V	JMSM4B2	JDHSWI1	JDHSWI	10064	30031	519	65	鹤山水围D1	鹤山水围D1	112.96578	22.77749	100	0	6	0				25	4
GZS20V	JMSM4B2	JDHSWI2	JDHSWI	10064	30032	515	41	鹤山水围D2	鹤山水围D2	112.96578	22.77749	230	0	6	0				27	4
GZS20V	JMSM4B2	JDHSWI3	JDHSWI	10064	30033	523	34	鹤山水围D3	鹤山水围D3	112.96578	22.77749	330	0	6	0				48	7
GZS20V	JMSM4B2	JDHTWI1	JDHTWI	10064	30271	528	64	鹤山体委D1	鹤山体委D1	112.9519	22.77043	40	0	6	0				59	8
GZS20V	JMSM4B2	JDHTWI2	JDHTWI	10064	30272	519	60	鹤山体委D2	鹤山体委D2	112.9519	22.77043	150	0	6	0				29	4
GZS20V	JMSM4B2	JDHTWI3	JDHTWI	10064	30273	525	45	鹤山体委D3	鹤山体委D3	112.9519	22.77043	270	0	6	0				28	4
GZS20V	JMSM4B2	JDHWHA1	JDHWHA	10064	30281	527	32	鹤山文华D1	鹤山文华D1	112.98032	22.77119	220	0	8	0				29	4
GZS20V	JMSM4B2	JDHWHA2	JDHWHA	10064	30282	525	25	鹤山文华D2	鹤山文华D2	112.98032	22.77119	355	0	6	0				42	6
GZS20V	JMSM4B2	JDHWHA3	JDHWHA	10064	30283	530	20	鹤山文华D3	鹤山文华D3	112.98032	22.77119	90	0	0	0				28	4
GZS20V	JMSM4B2	JDHXXN1	JDHXXN	10064	30014	537	24	鹤山刑巡D1	鹤山刑巡D1	112.98936	22.77117	30	0	8	0				28	4
GZS20V	JMSM4B2	JDHXXN2	JDHXXN	10064	30015	513	13	鹤山刑巡D2	鹤山刑巡D2	112.98936	22.77117	160	0	8	0				28	4
GZS20V	JMSM4B2	JDHXXN3	JDHXXN	10064	30016	534	17	鹤山刑巡D3	鹤山刑巡D3	112.98936	22.77117	220	0	8	0				28	4
GZS20V	JMSM4B2	JDHZAO1	JDHZAO	10064	30061	532	74	鹤山中奥D1	鹤山中奥D1	112.97289	22.76133	160	0	6	0				57	8
GZS20V	JMSM4B2	JDHZAO2	JDHZAO	10064	30062	537	42	鹤山中奥D2	鹤山中奥D2	112.97289	22.76133	220	0	6	0				41	6
GZS20V	JMSM4B2	JDHZAO3	JDHZAO	10064	30063	522	23	鹤山中奥D3	鹤山中奥D3	112.97289	22.76133	340	0	6	0				25	4
GZS20V	JMSM4B2	JDHZBZ1	JDHZBZ	10064	30291	521	44	鹤山中巴站D1	鹤山中巴站D1	112.95459	22.76396	100	0	5	0				44	6
GZS20V	JMSM4B2	JDHZBZ2	JDHZBZ	10064	30292	523	22	鹤山中巴站D2	鹤山中巴站D2	112.95459	22.76396	210	0	5	0				58	8
GZS20V	JMSM4B2	JDHZBZ3	JDHZBZ	10064	30293	515	16	鹤山中巴站D3	鹤山中巴站D3	112.95459	22.76396	350	0	8	0				43	6
GZS20V	JMSM4B2	JDHZHL1	JDHZHL	10064	30231	516	23	鹤山综合楼D1	鹤山综合楼D1	112.96629	22.76202	60	0	6	0				27	4
GZS20V	JMSM4B2	JDHZHL2	JDHZHL	10064	30232	520	31	鹤山综合楼D2	鹤山综合楼D2	112.96629	22.76202	140	0	8	0				55	8
GZS20V	JMSM4B2	JDHZHL3	JDHZHL	10064	30233	534	42	鹤山综合楼D3	鹤山综合楼D3	112.96629	22.76202	270	0	6	0				43	6
GZS20V	JMSM4B2	JDHZNQ1	JDHZNQ	10064	30431	535	13	鹤山镇南工业区D1	鹤山镇南工业区D1	112.9477	22.75037	40	0	4	0				27	4
GZS20V	JMSM4B2	JDHZNQ2	JDHZNQ	10064	30432	529	23	鹤山镇南工业区D2	鹤山镇南工业区D2	112.9477	22.75037	135	0	4	0				20	3
GZS20V	JMSM4B2	JDHZNQ3	JDHZNQ	10064	30433	526	45	鹤山镇南工业区D3	鹤山镇南工业区D3	112.94769	22.75037	40	0	4	0				28	4
GZS20V	JMSM4B2	JDHZSE1	JDHZSE	10064	65407	537	62	鹤山中社D1	鹤山中社D1	112.96475	22.781972	0	0	2	0				23	4
GZS20V	JMSM4B2	JDHZSE2	JDHZSE	10064	30002	513	42	鹤山中社D2	鹤山中社D2	112.96475	22.781972	120	0	6	0				39	6
GZS20V	JMSM4B2	JDHZSE3	JDHZSE	10064	30003	516	44	鹤山中社D3	鹤山中社D3	112.96475	22.781972	270	0	6	0				27	4
GZS20V	JMSM4B2	JMHBCG1	JMHBCG	10064	25151	54	43	鹤山饼厂1	鹤山饼厂1	112.962859	22.76627	40	0	8	0				25	4
GZS20V	JMSM4B2	JMHBCG2	JMHBCG	10064	25152	40	42	鹤山饼厂2	鹤山饼厂2	112.962859	22.76627	160	0	9	0				14	2
GZS20V	JMSM4B2	JMHBCG3	JMHBCG	10064	25153	47	10	鹤山饼厂3	鹤山饼厂3	112.962859	22.76627	270	0	10	0				43	6
GZS20V	JMSM4B2	JMHBDG1	JMHBDG	10064	20001	31	16	鹤山必登高1	鹤山必登高1	112.941773	22.755856	60	0	9	0				83	12
GZS20V	JMSM4B2	JMHBDG2	JMHBDG	10064	20002	46	50	鹤山必登高2	鹤山必登高2	112.941773	22.755856	140	0	8	0				57	8
GZS20V	JMSM4B2	JMHBDG3	JMHBDG	10064	20003	45	31	鹤山必登高3	鹤山必登高3	112.941773	22.755856	230	0	3	0				55	8
GZS20V	JMSM4B2	JMHBDG8	JMHBDG	10064	20008	53	14	鹤山必登高8	鹤山必登高8	112.941773	22.755856	310	0	5	0				72	10
GZS20V	JMSM4B2	JMHBJK1	JMHBJK	10064	25101	34	50	鹤山北街口1	鹤山北街口1	112.956111	22.768611	10	0	14	0				41	6
GZS20V	JMSM4B2	JMHBJK2	JMHBJK	10064	25102	40	15	鹤山北街口2	鹤山北街口2	112.956111	22.768611	110	0	6	0				44	6
GZS20V	JMSM4B2	JMHBJK3	JMHBJK	10064	25103	32	73	鹤山北街口3	鹤山北街口3	112.956111	22.768611	220	0	8	0				37	6
GZS20V	JMSM4B2	JMHDFU1	JMHDFU	10064	25111	42	36	鹤山大富1	鹤山大富1	112.95578	22.7787	120	0	9	0				43	6
GZS20V	JMSM4B2	JMHDFU2	JMHDFU	10064	25112	56	21	鹤山大富2	鹤山大富2	112.95578	22.7787	200	0	8	0				70	10
GZS20V	JMSM4B2	JMHDFU3	JMHDFU	10064	65401	38	63	鹤山大富3	鹤山大富3	112.95578	22.7787	320	0	16	0				43	6
GZS20V	JMSM4B2	JMHDXO1	JMHDXO	10064	65411	33	57	鹤山党校1	鹤山党校1	112.96789	22.77323	10	0	6	0				41	6
GZS20V	JMSM4B2	JMHDXO2	JMHDXO	10064	20072	50	14	鹤山党校2	鹤山党校2	112.96789	22.77323	90	0	6	0				56	8
GZS20V	JMSM4B2	JMHDXO3	JMHDXO	10064	20073	37	53	鹤山党校3	鹤山党校3	112.96789	22.77323	190	0	6	0				57	8
GZS20V	JMSM4B2	JMHDXO8	JMHDXO	10064	20078	44	44	鹤山党校8	鹤山党校8	112.96789	22.77323	290	0	6	0				22	4
GZS20V	JMSM4B2	JMHFHA1	JMHFHA	10064	22521	31	70	鹤山富华1	鹤山富华1	112.953933	22.773861	90	0	3月3日	0				27	4
GZS20V	JMSM4B2	JMHFHA2	JMHFHA	10064	22522	33	54	鹤山富华2	鹤山富华2	112.953933	22.773861	170	0	3月3日	0				28	4
GZS20V	JMSM4B2	JMHFZC1	JMHFZC	10064	25121	44	74	鹤山纺织厂1	鹤山纺织厂1	112.95107	22.76695	90	0	10	0				27	4
GZS20V	JMSM4B2	JMHFZC2	JMHFZC	10064	25122	52	50	鹤山纺织厂2	鹤山纺织厂2	112.95107	22.76695	200	0	8	0				22	3
GZS20V	JMSM4B2	JMHFZC3	JMHFZC	10064	25123	46	10	鹤山纺织厂3	鹤山纺织厂3	112.95107	22.76695	300	0	8	0				21	3
GZS20V	JMSM4B2	JMHGGM2	JMHGGM	10064	20012	54	55	鹤山光明2	鹤山光明2	112.955329	22.751036	140	0	4	0				13	2
GZS20V	JMSM4B2	JMHGGM3	JMHGGM	10064	20013	56	24	鹤山光明3	鹤山光明3	112.955329	22.751036	230	0	3	0				29	4
GZS20V	JMSM4B2	JMHGGM8	JMHGGM	10064	20018	38	24	鹤山光明8	鹤山光明8	112.955329	22.751036	310	0	5	0				40	6
GZS20V	JMSM4B2	JMHHKG1	JMHHKG	10064	20061	42	50	鹤山横坑1	鹤山横坑1	112.9616	22.76095	15	0	6	0				28	4
GZS20V	JMSM4B2	JMHHKG2	JMHHKG	10064	20062	50	61	鹤山横坑2	鹤山横坑2	112.9616	22.76095	210	0	4	0				28	4
GZS20V	JMSM4B2	JMHHKG3	JMHHKG	10064	20063	48	55	鹤山横坑3	鹤山横坑3	112.9616	22.76095	310	0	4	0				13	2
GZS20V	JMSM4B2	JMHHSB1	JMHHSB	10064	65412	41	73	鹤山北1	鹤山北1	112.96085	22.77687	10	0	12	0				21	3
GZS20V	JMSM4B2	JMHHSB2	JMHHSB	10064	25142	48	11	鹤山北2	鹤山北2	112.96085	22.77687	110	0	8	0				25	4
GZS20V	JMSM4B2	JMHHSB3	JMHHSB	10064	25143	55	63	鹤山北3	鹤山北3	112.96085	22.77687	290	0	8月6日	0				43	6
GZS20V	JMSM4B2	JMHHSN1	JMHHSN	10064	25131	38	71	鹤山1	鹤山1	112.95747	22.76592	30	0	10	0				50	8
GZS20V	JMSM4B2	JMHHSN2	JMHHSN	10064	25132	52	16	鹤山2	鹤山2	112.95747	22.76592	135	0	12	0				35	5
GZS20V	JMSM4B2	JMHHSN3	JMHHSN	10064	25133	35	61	鹤山3	鹤山3	112.95747	22.76592	275	0	12	0				47	7
GZS20V	JMSM4B2	JMHHSN8	JMHHSN	10064	25138	46	36	鹤山8	鹤山8	112.95747	22.76592	205	0	12	0				35	5
GZS20V	JMSM4B2	JMHJHG1	JMHJHG	10064	25201	32	33	鹤山建行1	鹤山建行1	112.959983	22.772172	30	0	0	0				36	5
GZS20V	JMSM4B2	JMHJHG2	JMHJHG	10064	25202	36	17	鹤山建行2	鹤山建行2	112.959983	22.772172	180	0	15/15	0				65	10
GZS20V	JMSM4B2	JMHJHG3	JMHJHG	10064	25203	53	45	鹤山建行3	鹤山建行3	112.959983	22.772172	300	0	15/15/15	0				42	6
GZS20V	JMSM4B2	JMHKXC1	JMHKXC	10064	25291	37	42	鹤山凯旋城1	鹤山凯旋城1	112.95112	22.75666	30	0	14	0				44	6
GZS20V	JMSM4B2	JMHKXC2	JMHKXC	10064	25292	40	34	鹤山凯旋城2	鹤山凯旋城2	112.95112	22.75666	120	0	14	0				82	12
GZS20V	JMSM4B2	JMHKXC3	JMHKXC	10064	25293	34	72	鹤山凯旋城3	鹤山凯旋城3	112.95112	22.75666	220	0	14	0				28	4
GZS20V	JMSM4B2	JMHKXC8	JMHKXC	10064	25298	42	44	鹤山凯旋城8	鹤山凯旋城8	112.95112	22.75666	0	0	14	0				30	4
GZS20V	JMSM4B2	JMHLCG1	JMHLCG	10064	65400	34	36	鹤山楼冲1	鹤山楼冲1	112.98967	22.78578	120	0	8	0				28	4
GZS20V	JMSM4B2	JMHLCG2	JMHLCG	10064	27012	47	55	鹤山楼冲2	鹤山楼冲2	112.98967	22.78578	270	0	12	0				40	6
GZS20V	JMSM4B2	JMHLCG3	JMHLCG	10064	27013	32	42	鹤山楼冲3	鹤山楼冲3	112.98967	22.78578	250	0	6	0				35	5
GZS20V	JMSM4B2	JMHNHG1	JMHNHG	10064	25161	52	65	鹤山农业银行1	鹤山农业银行1	112.96344	22.77338	60	0	12月12日	0				41	6
GZS20V	JMSM4B2	JMHNHG2	JMHNHG	10064	25162	39	26	鹤山农业银行2	鹤山农业银行2	112.96344	22.77338	190	0	0	0				47	7
GZS20V	JMSM4B2	JMHNHG3	JMHNHG	10064	25163	50	41	鹤山农业银行3	鹤山农业银行3	112.96344	22.77338	250	0	0	0				41	6
GZS20V	JMSM4B2	JMHNHG8	JMHNHG	10064	25168	46	57	鹤山农业银行8	鹤山农业银行8	112.96344	22.77338	340	0	8	0				39	6
GZS20V	JMSM4B2	JMHQJN4	JMHQJN	10064	24004	48	13	鹤山前进南4	鹤山前进南4	112.95143	22.75779	240	0	6	0				28	4
GZS20V	JMSM4B2	JMHRMX1	JMHRMX	10064	25221	50	20	鹤山人民西1	鹤山人民西1	112.94701	22.76431	120	0	8	0				68	10
GZS20V	JMSM4B2	JMHRMX2	JMHRMX	10064	25222	54	16	鹤山人民西2	鹤山人民西2	112.94701	22.76431	220	0	6	0				44	6
GZS20V	JMSM4B2	JMHRMX3	JMHRMX	10064	25223	38	11	鹤山人民西3	鹤山人民西3	112.94701	22.76431	320	0	6	0				42	6
GZS20V	JMSM4B2	JMHSFJ1	JMHSFJ	10064	25251	40	32	鹤山司法局1	鹤山司法局1	112.957018	22.773807	70	0	6	0				44	6
GZS20V	JMSM4B2	JMHSFJ2	JMHSFJ	10064	25252	49	15	鹤山司法局2	鹤山司法局2	112.957018	22.773807	170	0	6	0				29	4
GZS20V	JMSM4B2	JMHSFJ3	JMHSFJ	10064	25253	47	53	鹤山司法局3	鹤山司法局3	112.957018	22.773807	300	0	6	0				57	8
GZS20V	JMSM4B2	JMHSFU1	JMHSFU	10064	25181	43	25	鹤山市府1	鹤山市府1	112.95864	22.76875	40	0	4	0				27	4
GZS20V	JMSM4B2	JMHSFU2	JMHSFU	10064	25182	31	37	鹤山市府2	鹤山市府2	112.95864	22.76875	110	0	5	0				40	6
GZS20V	JMSM4B2	JMHSFU3	JMHSFU	10064	25183	51	31	鹤山市府3	鹤山市府3	112.95864	22.76875	350	0	9	0				29	4
GZS20V	JMSM4B2	JMHSHF1	JMHSHF	10064	25241	36	32	鹤山杉甫1	鹤山杉甫1	112.94961	22.77473	40	0	8月8日	0				47	7
GZS20V	JMSM4B2	JMHSHF2	JMHSHF	10064	25242	40	13	鹤山杉甫2	鹤山杉甫2	112.94961	22.77473	210	0	6	0				29	4
GZS20V	JMSM4B2	JMHSHF3	JMHSHF	10064	25243	49	66	鹤山杉甫3	鹤山杉甫3	112.94961	22.77473	310	0	9	0				27	4
GZS20V	JMSM4B2	JMHSHU1	JMHSHU	10064	21001	55	73	鹤山石湖1	鹤山石湖1	112.97659	22.75416	70	0	4	0				55	8
GZS20V	JMSM4B2	JMHSHU2	JMHSHU	10064	21002	47	52	鹤山石湖2	鹤山石湖2	112.97659	22.75416	150	0	4	0				56	8
GZS20V	JMSM4B2	JMHSHU3	JMHSHU	10064	21003	43	67	鹤山石湖3	鹤山石湖3	112.97659	22.75416	300	0	6	0				50	7
GZS20V	JMSM4B2	JMHSWI1	JMHSWI	10064	25191	49	61	鹤山水围1	鹤山水围1	112.96578	22.77749	100	0	6	0				28	4
GZS20V	JMSM4B2	JMHSWI2	JMHSWI	10064	25192	37	63	鹤山水围2	鹤山水围2	112.96578	22.77749	230	0	6	0				55	8
GZS20V	JMSM4B2	JMHSWI3	JMHSWI	10064	65408	51	62	鹤山水围3	鹤山水围3	112.96578	22.77749	330	0	6	0				73	10
GZS20V	JMSM4B2	JMHSZG1	JMHSZG	10064	25171	45	22	鹤山沙中1	鹤山沙中1	112.974722	22.7775	60	0	6	0				42	6
GZS20V	JMSM4B2	JMHSZG2	JMHSZG	10064	25172	39	46	鹤山沙中2	鹤山沙中2	112.974722	22.7775	200	0	6	0				40	6
GZS20V	JMSM4B2	JMHSZG3	JMHSZG	10064	25173	47	13	鹤山沙中3	鹤山沙中3	112.974722	22.7775	280	0	6	0				57	8
GZS20V	JMSM4B2	JMHSZG8	JMHSZG	10064	25178	35	57	鹤山沙中8	鹤山沙中8	112.974722	22.7775	350	0	6	0				19	3
GZS20V	JMSM4B2	JMHTWI1	JMHTWI	10064	25261	42	24	鹤山体委1	鹤山体委1	112.9519	22.77043	40	0	10	0				54	8
GZS20V	JMSM4B2	JMHTWI2	JMHTWI	10064	25262	48	60	鹤山体委2	鹤山体委2	112.9519	22.77043	150	0	12	0				27	4
GZS20V	JMSM4B2	JMHTWI3	JMHTWI	10064	25263	45	47	鹤山体委3	鹤山体委3	112.9519	22.77043	270	0	9	0				28	4
GZS20V	JMSM4B2	JMHWHA1	JMHWHA	10064	20031	48	64	鹤山文华1	鹤山文华1	112.98032	22.77119	90	0	8	0				29	4
GZS20V	JMSM4B2	JMHWHA2	JMHWHA	10064	20032	31	54	鹤山文华2	鹤山文华2	112.98032	22.77119	220	0	6	0				28	4
GZS20V	JMSM4B2	JMHWHA3	JMHWHA	10064	65409	37	61	鹤山文华3	鹤山文华3	112.98032	22.77119	360	0	10	0				24	4
GZS20V	JMSM4B2	JMHWHC1	JMHWHC	10064	20081	41	13	鹤山渭潢新村1	鹤山渭潢新村1	112.95529	22.75959	20	0	4	0				58	8
GZS20V	JMSM4B2	JMHWHC2	JMHWHC	10064	20082	36	62	鹤山渭潢新村2	鹤山渭潢新村2	112.95529	22.75959	170	0	4	0				58	8
GZS20V	JMSM4B2	JMHWHC3	JMHWHC	10064	20083	51	32	鹤山渭潢新村3	鹤山渭潢新村3	112.95529	22.75959	240	0	4	0				58	8
GZS20V	JMSM4B2	JMHWMN1	JMHWMN	10064	20041	34	25	鹤山文明南1	鹤山文明南1	112.96101	22.75535	0	0	8月13日	0				36	5
GZS20V	JMSM4B2	JMHWMN2	JMHWMN	10064	20042	39	71	鹤山文明南2	鹤山文明南2	112.96101	22.75535	175	0	6	0				56	8
GZS20V	JMSM4B2	JMHWMN3	JMHWMN	10064	20043	45	16	鹤山文明南3	鹤山文明南3	112.96101	22.75535	300	0	8	0				55	8
GZS20V	JMSM4B2	JMHXSQ1	JMHXSQ	10064	20021	49	56	鹤山荀山工业区1	鹤山荀山工业区1	112.93834	22.76638	80	0	4	0				27	4
GZS20V	JMSM4B2	JMHXSQ2	JMHXSQ	10064	20022	39	15	鹤山荀山工业区2	鹤山荀山工业区2	112.93834	22.76638	180	0	4	0				21	3
GZS20V	JMSM4B2	JMHXSQ3	JMHXSQ	10064	20023	50	34	鹤山荀山工业区3	鹤山荀山工业区3	112.93834	22.76638	310	0	4	0				21	3
GZS20V	JMSM4B2	JMHXXN1	JMHXXN	10064	20611	38	65	鹤山刑巡1	鹤山刑巡1	112.98936	22.77117	30	0	4	0				26	4
GZS20V	JMSM4B2	JMHXXN2	JMHXXN	10064	20612	45	53	鹤山刑巡2	鹤山刑巡2	112.98936	22.77117	160	0	4	0				43	6
GZS20V	JMSM4B2	JMHXXN3	JMHXXN	10064	20613	54	45	鹤山刑巡3	鹤山刑巡3	112.98936	22.77117	220	0	4	0				43	6
GZS20V	JMSM4B2	JMHYTG1	JMHYTG	10064	27081	55	37	鹤山越塘1	鹤山越塘1	112.96557	22.76972	50	0	4	0				27	4
GZS20V	JMSM4B2	JMHYTG2	JMHYTG	10064	27082	45	46	鹤山越塘2	鹤山越塘2	112.96557	22.76972	150	0	4	0				40	6
GZS20V	JMSM4B2	JMHYTG3	JMHYTG	10064	27083	33	64	鹤山越塘3	鹤山越塘3	112.96557	22.76972	245	0	4	0				47	7
GZS20V	JMSM4B2	JMHYTG8	JMHYTG	10064	27088	41	76	鹤山越塘8	鹤山越塘8	112.96557	22.76972	340	0	4	0				28	4
GZS20V	JMSM4B2	JMHZAO1	JMHZAO	10064	25301	41	74	鹤山中奥1	鹤山中奥1	112.97283	22.76135	40	0	6月6日	0				40	6
GZS20V	JMSM4B2	JMHZAO2	JMHZAO	10064	25302	48	76	鹤山中奥2	鹤山中奥2	112.97283	22.76135	220	0	6	0				43	6
